EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
TacticsAttack#53,"""囮って……え、ええっ！<br>わたしが、ですか！？"""
Avoid#53,"""えいっ！"""
HealSelf#53,"""危なかった……"""
BuffSelf#53,"""ほ、補助しないと……"""
HealOther#53,"""だ、だだっ、大丈夫ですか！"""
BuffOther#53,"""補助、いきますね！"""
QuestStart1#53,"""せ、先輩！<br>わたし、がんばります！"""
QuestStart2#39,"""先輩がいっしょなら<br>わたし、大丈夫です！"""
QuestEnd1#53,"""やった、やりました！"""
QuestEnd2#39,"""先輩のおかげです！"""
IncidentStart#55,"""な、なんでしょうか、これ"""
IncidentSuccess#55,"""せ、先輩がいてくれてよかったです<br>ひとりだったらどうなってたか……"""
IncidentFailure#55,"""す、すみません……<br>わたしの手際が悪くて……"""
PSE#55,"""えっと、これってもしかして<br>ＰＳＥってやつですか？"""
PSELevelUp#55,"""すごい、すごい！<br>資料で見たとおりです！"""
PSEBurst#55,"""これがＰＳＥバースト……<br>すごい……想像以上です！"""
HP30#55,"""ううっ、ま、まだまだ……"""
HP10#55,"""……これ以上は無理です"""
ItemRare#55,"""それって、いいものですよね！"""
DamageSmall#57,"""きゃっ！"""
DamageMiddle#57,"""痛っ！"""
DamageLarge#57,"""やだぁっ！"""
Trap#55,"""そ、そんな……<br>こんなところに罠なんて……！"""
ThankTrapRescue#55,"""あ、ありがとうございます！"""
TrapRescueOther#53,"""だ、だいじょうぶですか！？"""
MemberDamaged#53,"""か、回復をっ！"""
MemberDead#55,"""そ、そんな……<br>こんなことって……！"""
AbilityExe#53,"""/toge 身体が軽いです<br>いまなら、わたしでも！"""
AbilitySpecial#53,"""/toge 任せてください！"""
Resurrect#53,"""もう少しだけ、がんばります！"""
PartyJoin#53,"""/ci1 1 わわ、がんばらなくっちゃ……！"""
Marvelous#53,"""わたしもがんばりますね、先輩！"""
IncidentJsApcBegin#45,"""/mn2 /ci4 3 せ、先輩っ！<br>すみません、助けて下さい！<br>敵がいっぱいやってきてて……！"""
IncidentJsApcFailure#45,"""/mn7 うう……すみません……<br>これ以上は無理です……"""
IncidentJsApcSuccess#45,"""/mn15 /ci2 1 ふぅ、なんとかなりました……<br>先輩、ありがとうございました！"""
IncidentJsApcBeginEvo#37,"""わわっ、わわわっ……！<br>なんだか、また出てくる気配が……"""
EnemyWeak#54,"""如果是這個，我自己<br>也是可以的!"""
EnemyLarge#54,"""好厲害......好大!"""
EnemyBoss#54,"""這魄力!<br>壓軸登場了!"""
EnemyRare#54,"""啊啊、那個是!<br>老師，這個好稀有啊!"""
EnemyBoost#54,"""這個氣氛......<br>是不得了的傢伙嗎!"""
DestroyEnemy1#54,"""贏了！"""
DestroyEnemy2#54,"""成功了！"""
DestroyEnemy3#54,"""好，下一個!"""
CondFreeze#54,"""嗚......凍結......！？"""
CondBurn#54,"""嗚......燃燒......！？"""
CondShock#54,"""嗚......觸電......！？"""
CondPoison#54,"""嗚......毒......！？"""
CondPanic#54,"""嗚......頭......"""
CondStan#54,"""嗚......身體......"""
CondMirage#54,"""嗚......視界......"""
Die#58,"""還不算結束......"""
ThankHeal#56,"""謝謝您！"""
ThankBuff#54,"""很棒的判斷!"""
ThankCure#54,"""麻煩您了！"""
DefeatEnemy#54,"""呼......<br>總算是應付過去了，老師！"""
LevelUp#54,"""我會一生跟著去的!"""
InvokeSkill1#48,"""一定!格殺勿論!"""
InvokeSkill2#42,"""喔喔啊啊啊啊啊!"""
InvokeSkill3#40,"""自己會決定看看!"""
PBFull#54,"""萬全準備，就是現在了!"""
PBRelease#54,"""漲起來了!"""
TacticsFree#56,"""讓我自由的做做看!"""
TacticsGuard#56,"""我會自己鞏固防守!"""
TacticsMassedAttack#56,"""集中在一點攻擊!"""
TacticsAttack#54,"""我會自己吸引敵人!"""
Avoid#54,"""哈!"""
HealSelf#54,"""不回復不行!"""
BuffSelf#54,"""忘記輔助了!"""
HealOther#54,"""回復!"""
BuffOther#54,"""我要去輔助!"""
QuestStart1#54,"""已經燃燒完了!<br>走吧!"""
QuestStart2#40,"""我會拼命加油的!"""
QuestEnd1#54,"""老師，結束了呢!"""
QuestEnd2#40,"""不愧是老師!<br>不會只會說好聽話!"""
IncidentStart#56,"""喔喔喔!?<br>好像要發生什麼事了!"""
IncidentSuccess#56,"""完成了喔老師!<br>成功!"""
IncidentFailure#56,"""......抱歉<br>總是這麼不中用......."""
PSE#56,"""喔喔!<br>難道這就是PＳＥ......！"""
PSELevelUp#56,"""教授!<br>就是這樣繼續下去吧!"""
PSEBurst#56,"""這是最後階段了......<br>難道可以用眼睛看到!"""
HP30#56,"""還沒還沒!"""
HP10#56,"""再、再繼續下去就太....."""
ItemRare#56,"""教授，那真是個好東西呢!"""
DamageSmall#58,"""有一手！"""
DamageMiddle#58,"""嗚！"""
DamageLarge#58,"""嗚啊！"""
Trap#56,"""真不小心!<br>竟然在這種地方有陷阱!"""
ThankTrapRescue#56,"""太好了!"""
TrapRescueOther#54,"""還好吧！"""
MemberDamaged#54,"""不要太勉強喔！"""
MemberDead#56,"""......真是無法原諒<br>這種事!"""
AbilityExe#54,"""/toge 身體好輕盈"""
AbilitySpecial#54,"""/toge 我會跟著去的!"""
Resurrect#54,"""拿出勇氣喔喔喔!"""
PartyJoin#54,"""/ci1 1 請交給我吧，教授!"""
Marvelous#54,"""真不愧是教授!"""
IncidentJsApcBegin#46,"""/ci2 1 教授！<br>自己一個人狀況有點太嚴苛了！<br>不好意思請幫個忙!"""
IncidentJsApcFailure#46,"""......教授、萬分抱歉。<br>我先自己退下了"""
IncidentJsApcSuccess#46,"""/ci2 1 成功了！<br>總算是擊退了！<br>都是多虧了教授！"""
IncidentJsApcBeginEvo#38,"""嗯嗯、哦哦哦！<br>新的氣息！<br>老師，好像還沒結束呢！"""
EnemyWeak#55,"""これなら、自分でも<br>なんとかなりそうです！"""
EnemyLarge#55,"""すごく……大きい！"""
EnemyBoss#55,"""この迫力！<br>真打ち登場、ですね！"""
EnemyRare#55,"""ああっ、あれはっ！<br>先生、珍しいヤツですよ！"""
EnemyBoost#55,"""この雰囲気は……<br>やばいヤツでしょうか！"""
DestroyEnemy1#55,"""決まったっ！"""
DestroyEnemy2#55,"""やりましたっ！"""
DestroyEnemy3#55,"""さあ、次だっ！"""
CondFreeze#55,"""うっ……凍結……！？"""
CondBurn#55,"""うっ……燃焼……！？"""
CondShock#55,"""うっ……感電……！？"""
CondPoison#55,"""うっ……毒……！？"""
CondPanic#55,"""うっ……頭が……"""
CondStan#55,"""うっ……身体が……"""
CondMirage#55,"""うっ……視界が……"""
Die#59,"""まだ、終わるわけには……"""
ThankHeal#57,"""ありがとうございます！"""
ThankBuff#55,"""すばらしい判断です！"""
ThankCure#55,"""お手数をおかけします！"""
DefeatEnemy#55,"""ふぅ……<br>なんとかなりましたね、先生！"""
LevelUp#55,"""自分、一生ついて行きます！"""
InvokeSkill1#49,"""必ッ！\u3000殺ぅッ！"""
InvokeSkill2#43,"""おおりゃああああっ！"""
InvokeSkill3#41,"""自分が決めてみせますっ！"""
PBFull#55,"""準備万端、今がその時、です！"""
PBRelease#55,"""みなぎってきたぁーッ！"""
TacticsFree#57,"""自分、自由にやらせてもらいます！"""
TacticsGuard#57,"""自分、守りを固めます！"""
TacticsMassedAttack#57,"""自分、一点集中で攻めます！"""
TacticsAttack#55,"""自分が敵を引きつけます！"""
Avoid#55,"""はあっ！"""
HealSelf#55,"""回復しないと！"""
BuffSelf#55,"""補助を忘れてた！"""
HealOther#55,"""回復します！"""
BuffOther#55,"""自分が補助を！"""
QuestStart1#55,"""燃えてきました！<br>行きましょうっ！"""
QuestStart2#41,"""自分、精一杯がんばります！"""
QuestEnd1#55,"""先生、終わりましたね！"""
QuestEnd2#41,"""さすがは先生！<br>お見事としか言いようがありません！"""
IncidentStart#57,"""おおおっ！？<br>何かが起こるようですねっ！"""
IncidentSuccess#57,"""やりましたよ先生！<br>成功ですっ！"""
IncidentFailure#57,"""……すみません<br>自分がふがいないばかりに……"""
PSE#57,"""おおっ！<br>もしやこれがＰＳＥ……！"""
PSELevelUp#57,"""先生！<br>この調子でどんどん続けましょう！"""
PSEBurst#57,"""これが最終段階……<br>まさかこの目で見られるとは！"""
HP30#57,"""まだまだっ！"""
HP10#57,"""こ、これ以上はさすがに……"""
ItemRare#57,"""先生、それはいいものですね！"""
DamageSmall#59,"""やるっ！"""
DamageMiddle#59,"""ぐぅっ！"""
DamageLarge#59,"""うぁっ！"""
Trap#57,"""迂闊！<br>こんなところに罠とは！"""
ThankTrapRescue#57,"""助かります！"""
TrapRescueOther#55,"""大丈夫ですか！"""
MemberDamaged#55,"""無理をなさらぬよう！"""
MemberDead#57,"""……こんなことは<br>許されない！"""
AbilityExe#55,"""/toge 身体が軽い！"""
AbilitySpecial#55,"""/toge 自分が行きます！"""
Resurrect#55,"""ド根性ぉぉぉーーッ！"""
PartyJoin#55,"""/ci1 1 任せてください、先生っ！"""
Marvelous#55,"""先生、さすがですっ！"""
IncidentJsApcBegin#47,"""/ci2 1 せ、先生！<br>自分一人では厳しい状況です！<br>すみませんが手を貸して下さい！"""
IncidentJsApcFailure#47,"""……先生、申し訳ありません。<br>自分、先に退かせてもらいます"""
IncidentJsApcSuccess#47,"""/ci2 1 やりましたっ！<br>なんとか撃退完了です！<br>先生のおかげですよ！"""
IncidentJsApcBeginEvo#39,"""むむっ、おおおっ！<br>新しい気配がっ！<br>先生、まだ終わりじゃないみたいです！"""
EnemyWeak#56,"""礙事"""
EnemyLarge#56,"""這點程度的大小......"""
EnemyBoss#56,"""發現目標"""
EnemyRare#56,"""發現特別目標"""
EnemyBoost#56,"""......有點不一樣呢"""
DestroyEnemy1#56,"""輕而易舉"""
DestroyEnemy2#56,"""下一個"""
DestroyEnemy3#56,"""結束了"""
CondFreeze#56,"""唔......竟然凍結了"""
CondBurn#56,"""一點小燙傷......"""
CondShock#56,"""稍微麻痺罷了......"""
CondPoison#56,"""中毒也不能影響我"""
CondPanic#56,"""嗚......混亂了？"""
CondStan#56,"""嘖，身體不能動了......！"""
CondMirage#56,"""竟然用幻覺這種小把戲......！"""
Die#60,"""......竟然在這種地方倒下"""
ThankHeal#58,"""得救了"""
ThankBuff#56,"""謝謝您"""
ThankCure#56,"""我好多了"""
DefeatEnemy#56,"""處理完畢"""
LevelUp#56,"""希望您能變得更強"""
InvokeSkill1#50,"""......到手了！"""
InvokeSkill2#44,"""一擊必殺......！"""
InvokeSkill3#42,"""抓到你的破綻了"""
PBFull#56,"""讓這一切結束吧"""
PBRelease#56,"""解放"""
TacticsFree#58,"""遵命"""
TacticsGuard#58,"""雖然這不適合我，但我聽命就是"""
TacticsMassedAttack#58,"""目標收到"""
TacticsAttack#56,"""我不擅長當誘餌......但我做就是了"""
Avoid#56,"""呼......"""
HealSelf#56,"""就差那麼一步呢"""
BuffSelf#56,"""先做好準備吧"""
HealOther#56,"""真是千鈞一髮"""
BuffOther#56,"""請別忘了做輔助"""
QuestStart1#56,"""任務開始"""
QuestEnd1#56,"""任務結束"""
IncidentStart#58,"""不尋常的氣氛......"""
IncidentSuccess#58,"""往下個地點前進吧"""
IncidentFailure#58,"""事情都結束了<br>就別太放在心上了"""
PSE#58,"""這是......PSE啊"""
PSELevelUp#58,"""如果可以，再繼續提升一點吧"""
PSEBurst#58,"""爆發了啊，真了不起"""
HP30#58,"""這點程度的危機......"""
HP10#58,"""......已經撐不下去了？"""
ItemRare#58,"""......那個東西不錯喲"""
DamageSmall#60,"""痛！"""
DamageMiddle#60,"""什麼！"""
DamageLarge#60,"""嗚！"""
Trap#58,"""竟然中了這麼初級的陷阱......"""
ThankTrapRescue#58,"""......給您添麻煩了"""
TrapRescueOther#56,"""請小心一點"""
MemberDamaged#56,"""請別勉強自己"""
MemberDead#58,"""......饒不了你"""
AbilityExe#56,"""/toge 乘勢而行......！"""
AbilitySpecial#56,"""/toge 乘著這股氣勢，一定可行......！"""
Resurrect#56,"""還沒結束"""
PartyJoin#56,"""/ci1 1 請多多指教"""
Marvelous#56,"""您比我期望的更厲害"""
IncidentJsApcBegin#48,"""/ci1 3 ......這不在我的任務之內<br>但我不能置之不理。"""
IncidentJsApcFailure#48,"""非常抱歉......<br>我要撤退了。"""
IncidentJsApcSuccess#48,"""/ci1 5 ......幸好我們都沒事。<br>有緣再見。"""
EnemyWeak#57,"""邪魔"""
EnemyLarge#57,"""その程度の大きさで……"""
EnemyBoss#57,"""対象を確認"""
EnemyRare#57,"""特別目標を確認"""
EnemyBoost#57,"""……少し、違いますね"""
DestroyEnemy1#57,"""他愛もない"""
DestroyEnemy2#57,"""次"""
DestroyEnemy3#57,"""終わりました"""
CondFreeze#57,"""く……凍結とは"""
CondBurn#57,"""少しの火傷ぐらいで……"""
CondShock#57,"""多少の痺れなんて……"""
CondPoison#57,"""毒に侵されたとしても"""
CondPanic#57,"""くっ……混乱？"""
CondStan#57,"""ちっ、身体が動かない……！"""
CondMirage#57,"""まやかしごときで……！"""
Die#61,"""……こんなところで"""
ThankHeal#59,"""助かります"""
ThankBuff#57,"""感謝します"""
ThankCure#57,"""落ち着きました"""
DefeatEnemy#57,"""始末、完了です"""
LevelUp#57,"""もっと、強くなってください"""
InvokeSkill1#51,"""……とった！"""
InvokeSkill2#45,"""一撃必殺……！"""
InvokeSkill3#43,"""隙を見せたわね"""
PBFull#57,"""終わりにしましょうか"""
PBRelease#57,"""解放します"""
TacticsFree#59,"""御意に"""
TacticsGuard#59,"""向いてはいませんが、従います"""
TacticsMassedAttack#59,"""狙いは了解しました"""
TacticsAttack#57,"""囮は苦手ですが……やりましょう"""
Avoid#57,"""ふ……"""
HealSelf#57,"""あと一歩でしたね"""
BuffSelf#57,"""準備をしましょうか"""
HealOther#57,"""危ないところでしたよ"""
BuffOther#57,"""補助を忘れないでください"""
QuestStart1#57,"""任務を開始します"""
QuestEnd1#57,"""任務、終了"""
IncidentStart#59,"""不穏な空気です……"""
IncidentSuccess#59,"""次に行きましょう"""
IncidentFailure#59,"""終わったことです<br>あまり気にしないよう"""
PSE#59,"""これは……ＰＳＥですね"""
PSELevelUp#59,"""可能なら、続けましょう"""
PSEBurst#59,"""バーストしましたね、流石です"""
HP30#59,"""このていどの危機……"""
HP10#59,"""……もう、もたない？"""
ItemRare#59,"""……それ、いいものですよ"""
DamageSmall#61,"""つっ"""
DamageMiddle#61,"""なっ"""
DamageLarge#61,"""くうっ"""
Trap#59,"""こんな初歩的な罠に……"""
ThankTrapRescue#59,"""……お手数をおかけしました"""
TrapRescueOther#57,"""気をつけてください"""
MemberDamaged#57,"""無理はされないように"""
MemberDead#59,"""……許さない"""
AbilityExe#57,"""/toge 流れに乗る……！"""
AbilitySpecial#57,"""/toge この流れなら、いける……！"""
Resurrect#57,"""まだ終わらない"""
PartyJoin#57,"""/ci1 1 よろしくお願いします"""
Marvelous#57,"""見込み以上ですよ"""
IncidentJsApcBegin#49,"""/ci1 3 ……任務外ですが<br>放ってはおけません。"""
IncidentJsApcFailure#49,"""申し訳ありません……<br>私は撤退します。"""
IncidentJsApcSuccess#49,"""/ci1 5 ……お互い、無事で何よりです。<br>それでは。"""
EnemyWeak#58,"""喔，想死就是了吧"""
EnemyLarge#58,"""長得那麼大，礙眼"""
EnemyBoss#58,"""對手是誰都無所謂"""
EnemyRare#58,"""就算是稀有物種也跟我無關"""
EnemyBoost#58,"""......！<br>由我來宰了你！"""
DestroyEnemy1#58,"""下一個"""
DestroyEnemy2#58,"""下一個敵人在哪裡"""
DestroyEnemy3#58,"""每個傢伙都一樣......"""
CondFreeze#58,"""不過是凍結......"""
CondBurn#58,"""不過是燃燒......"""
CondShock#58,"""不過是觸電......"""
CondPoison#58,"""不過是中毒......"""
CondPanic#58,"""不管是誰，通通<br>消滅就行了吧？"""
CondStan#58,"""就算身體不能動了......"""
CondMirage#58,"""就算視野變得異常<br>我也能戰鬥......！"""
Die#62,"""我還沒......對她......"""
ThankHeal#60,"""謝謝您"""
ThankBuff#58,"""多謝"""
ThankCure#58,"""我恢復正常了<br>已經沒事了"""
DefeatEnemy#58,"""還不夠......"""
LevelUp#58,"""力量越強越好"""
TechFire#16,"""燒滅！"""
TechIce#20,"""凍結！"""
TechThunder#20,"""閃電奔騰！"""
TechWind#16,"""狂風肆虐！"""
TechLight#16,"""消失在光之中吧！"""
TechDark#16,"""與黑暗一同潰滅吧！"""
PBFull#58,"""你們所有的一切，礙眼至極"""
PBRelease#58,"""粉碎我的敵人吧......！"""
TacticsFree#60,"""那麼，我要照自己的意思打了"""
TacticsGuard#60,"""......防禦是吧，遵命"""
TacticsMassedAttack#60,"""集中於一點......<br>的確很有效率"""
TacticsAttack#58,"""所有敵人都由我來擋下吧"""
Avoid#58,"""太慢了"""
HealSelf#58,"""不會讓你得逞的"""
BuffSelf#58,"""我要全力擊潰敵人"""
HealOther#58,"""您太大意了"""
BuffOther#58,"""請別忘了輔助"""
QuestStart1#58,"""一個我都不會放過，通通消滅"""
QuestEnd1#58,"""就照這個步調，繼續消滅更多的<br>敵人吧"""
IncidentStart#60,"""有什麼要來了"""
IncidentSuccess#60,"""好像結束了"""
IncidentFailure#60,"""......別太放在心上"""
PSE#60,"""PSE開始了嗎......"""
PSELevelUp#60,"""消滅敵人才是重點，這只是順便，不過<br>我們就繼續提升吧"""
