EnemyWeak#0,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
DestroyEnemy1#42,"""よっしゃ！"""
DestroyEnemy2#42,"""やったぜ！"""
DestroyEnemy3#40,"""決まったあっ！"""
CondFreeze#42,"""さささささ寒っ！"""
CondBurn#42,"""あちっ、あちちっ！"""
CondShock#42,"""し、しびびびびび！"""
CondPoison#42,"""うう……毒……？<br>気持ち悪い……"""
CondPanic#42,"""せ、世界が回ってるううう"""
CondStan#42,"""身体が動かねえ……<br>なんだよこれ！"""
CondMirage#42,"""なんだあ？<br>世界がぼやけてるぞ？"""
Die#42,"""やっと見つけられたってのに……"""
ThankHeal#42,"""ふー、助かったぁ"""
ThankBuff#42,"""よっしゃ、頑張るぜ！"""
ThankCure#42,"""スッキリしたぜ<br>ありがとな"""
DefeatEnemy#42,"""ふー、なんとかなったか？"""
LevelUp#42,"""おれも負けてられねえな！"""
InvokeSkill1#40,"""動くなよっ！"""
InvokeSkill2#38,"""おれだってなぁ！"""
InvokeSkill3#38,"""見えた、そこだっ！"""
TechThunder#18,"""牽制程度にはなるだろ！"""
PBFull#42,"""いい加減にしろよなっ！"""
PBRelease#42,"""奥の手発動ッ！"""
TacticsFree#19,"""自由にやっていいんだよな！"""
TacticsGuard#19,"""逃げ足には自信あるぜ！"""
TacticsMassedAttack#19,"""集中砲火だっ！"""
TacticsAttack#18,"""お、おれがひきつける！<br>……早めに助けてくれよ？"""
Avoid#42,"""うわっと！"""
HealSelf#42,"""死ぬかと思った"""
BuffSelf#42,"""準備はしっかりと！"""
HealOther#42,"""おいおい、大丈夫か？"""
BuffOther#42,"""補助、忘れんなよ！"""
QuestStart1#42,"""よっしゃ行こうぜ！"""
QuestStart2#11,"""一緒に頑張ろうぜ、相棒！"""
QuestEnd1#42,"""終わったあ！"""
QuestEnd2#14,"""やったな相棒！<br>カンペキだろ！"""
IncidentStart#42,"""な、なんだなんだぁ？"""
IncidentSuccess#42,"""よーっし！"""
IncidentFailure#42,"""げげっ……"""
PSE#42,"""よっしゃ始まった！"""
PSELevelUp#42,"""どんどん続けようぜ！"""
PSEBurst#42,"""きたきたきたきた！"""
HP30#42,"""待て待て、落ち着けって！<br>マジ痛いんだから！"""
HP10#42,"""もう逃げたい……"""
ItemRare#42,"""おれも欲しいなぁ"""
DamageSmall#42,"""くっ"""
DamageMiddle#42,"""ぐっ"""
DamageLarge#42,"""やべっ……！"""
Trap#42,"""罠かよっ！？"""
ThankTrapRescue#42,"""さ、サンキュー"""
TrapRescueOther#42,"""危ないところだったな！"""
MemberDamaged#42,"""無理すんなよ！"""
MemberDead#42,"""……どういうことだよ<br>クソッ！"""
AbilityExe#42,"""/toge へへっ、調子がよくなってきた！"""
AbilitySpecial#41,"""/toge 任せとけって！"""
Resurrect#42,"""……まだまだ、ここからだっての！"""
PartyJoin#42,"""/ci1 1 いつも通り頼むぜ、相棒"""
Marvelous#42,"""流石だな！"""
IncidentJsApcBegin#38,"""/toge /ci2 2 ああっ、相棒！\u3000いいとこに！<br>ヤバイ数のエネミーがいるんだよ<br>ちょっと協力してくれ！"""
IncidentJsApcFailure#38,"""こ、これ以上はきつい……<br>すまん相棒、おれ撤退させてもらうわ。"""
IncidentJsApcSuccess#38,"""/ci2 1 ふぃー、なんとか終わったかぁ。<br>ありがとな相棒。お前のおかげで<br>なんとかなったよ。"""
IncidentJsApcBeginEvo#38,"""/toge /ci3 2 ななっ、なんだよ！<br>すっげー巨大な敵性反応！？<br>相棒、気をつけろよ！"""
EnemyWeak#43,"""大した相手じゃないわ"""
EnemyLarge#43,"""大きくて目障りね"""
EnemyBoss#43,"""油断しないほうがよさそうね"""
EnemyRare#43,"""あら、珍しいのじゃない"""
EnemyBoost#43,"""少し面倒そうなのが来たわ"""
DestroyEnemy1#43,"""邪魔よ！"""
DestroyEnemy2#43,"""どきなさい！"""
DestroyEnemy3#41,"""次！"""
CondFreeze#43,"""くっ……凍るなんてっ！"""
CondBurn#43,"""あつっ……！"""
CondShock#43,"""くっ、痺れるなんて！"""
CondPoison#43,"""毒ね……やるじゃない"""
CondPanic#43,"""くっ、視界が定まらない……！"""
CondStan#43,"""動かない……！"""
CondMirage#43,"""視界を奪ってくるなんて……"""
Die#43,"""ごめん……なさい……"""
ThankHeal#43,"""借りは返すわ"""
ThankBuff#43,"""賢明な判断ね"""
ThankCure#43,"""礼は言っとくわ"""
DefeatEnemy#43,"""次に行くわよ"""
LevelUp#43,"""まだ強くなるつもり？"""
InvokeSkill1#41,"""逃さないわ"""
InvokeSkill2#39,"""これでどう？"""
InvokeSkill3#39,"""決める！"""
PBFull#43,"""全てを撃ち抜き、舞い狂え…！"""
PBRelease#43,"""出会った不幸を嘆きなさい"""
TacticsFree#20,"""わかったわ、勝手にやらせてもらう"""
TacticsGuard#20,"""ガードね、任せて"""
TacticsMassedAttack#20,"""一点集中か、悪くないわね"""
TacticsAttack#19,"""ほら、あたしはここよ"""
Avoid#43,"""遅い！"""
HealSelf#43,"""負けられないのよ"""
BuffSelf#43,"""手は抜かないわ"""
HealOther#43,"""油断のしすぎよ"""
BuffOther#43,"""補助、忘れてるんじゃない？"""
QuestStart1#43,"""……呼ばれたからには、頑張るわ"""
QuestEnd1#43,"""終わったみたいね"""
QuestEnd2#15,"""悪くなかったわ、楽も出来たし"""
IncidentStart#43,"""なんか来そうね<br>……気を引き締めなさい"""
IncidentSuccess#43,"""上手くいったみたいね"""
IncidentFailure#43,"""……悪かったわ"""
PSE#43,"""フォトンが活性化してるわよ"""
PSELevelUp#43,"""もっと続けるわよ"""
PSEBurst#43,"""これはっ……<br>想像以上ね、すごいわ"""
HP30#43,"""ちょっと油断しすぎたかしら"""
HP10#43,"""……マズイわね"""
ItemRare#43,"""それ、いい物なんじゃない？"""
DamageSmall#43,"""つっ！"""
DamageMiddle#43,"""くっ…"""
DamageLarge#43,"""やってくれる……！"""
Trap#43,"""罠程度にかかるなんて……"""
ThankTrapRescue#43,"""汚名は返上するわ"""
TrapRescueOther#43,"""放っておけなかっただけ"""
MemberDamaged#43,"""無理しても、ろくな事にならないわ<br>一旦下がりなさい"""
MemberDead#43,"""そんな……許さない"""
AbilityExe#43,"""調子が上がってきたわ"""
AbilitySpecial#42,"""一気に行くわよ、アウロラ！"""
Resurrect#43,"""まだ休むには早いもんね"""
PartyJoin#43,"""/ci1 2 行くわよ、アウロラ"""
Marvelous#43,"""本当に……尋常じゃないわね"""
IncidentJsApcBegin#39,"""/ci2 2 ちょっと、手を貸してくれないかしら？"""
IncidentJsApcFailure#39,"""不甲斐ない結果だわ"""
IncidentJsApcSuccess#39,"""/ci8 2 まずまずってとこかしら"""
IncidentJsApcBeginEvo#39,"""/ci1 1 新手みたいね<br>気を抜かずに行くわよ"""
EnemyWeak#44,"""弱い者いじめは嫌いなんだけど"""
EnemyLarge#44,"""大きいだけなら怖くない"""
EnemyBoss#44,"""歯応えがありそうね"""
EnemyRare#44,"""ふうん、こんなところに<br>いるものなのね"""
EnemyBoost#44,"""あの形は……狂化？"""
DestroyEnemy1#44,"""次、いきましょう"""
DestroyEnemy2#44,"""この程度なの？"""
DestroyEnemy3#42,"""終わりよ"""
CondFreeze#44,"""凍結なんて……！"""
CondBurn#44,"""多少の熱は……！"""
CondShock#44,"""くっ、痺れてても……！"""
CondPoison#44,"""う……毒であっても……！"""
CondPanic#44,"""うう、視界がぐるぐる……<br>でも……！"""
CondStan#44,"""動き封じ……？<br>面倒なことを……！"""
CondMirage#44,"""視覚を封じてきた……！"""
Die#44,"""しょせん……あたしは……"""
ThankHeal#44,"""礼は言っておくわ"""
ThankBuff#44,"""いい判断ね"""
ThankCure#44,"""やっと落ち着いたわ"""
DefeatEnemy#44,"""一通りは片付いたかしら？"""
LevelUp#44,"""ま、いいんじゃない"""
InvokeSkill1#42,"""あたしは甘くない"""
InvokeSkill2#40,"""邪魔なものは蹴散らすのみ"""
InvokeSkill3#40,"""さっさとそこをどきなさい"""
PBFull#44,"""本当、無謀というかなんというか……"""
PBRelease#44,"""さ、一緒に行きましょう"""
TacticsFree#21,"""好きにやらせてもらうわ"""
TacticsGuard#21,"""攻めの機会をうかがうのね"""
TacticsMassedAttack#21,"""集中して狙う……<br>合理的な戦術ね"""
TacticsAttack#20,"""どこ見てるのかしら？<br>あたしはここよ"""
Avoid#44,"""遅いわ"""
HealSelf#44,"""残念だったわね"""
BuffSelf#44,"""手抜かりなくいくわよ"""
HealOther#44,"""回復を忘れないように"""
BuffOther#44,"""補助も馬鹿にできないわよ"""
QuestStart1#44,"""さあ、行きましょう"""
QuestStart2#12,"""また一緒なのね<br>ま、あたしは貴方と一緒なら<br>楽できるから、いいけど"""
QuestEnd1#44,"""こんなものでしょう？"""
QuestEnd2#16,"""ま、あたしと一緒だったからね<br>それなりに頑張ったとは思うけど"""
IncidentStart#44,"""何か、くる？"""
IncidentSuccess#44,"""ふうん、成功みたいね"""
IncidentFailure#44,"""あたしには関係ないし"""
PSE#44,"""これって、ＰＳＥってやつ？"""
PSELevelUp#44,"""なんか続いてるんじゃない？"""
PSEBurst#44,"""ふうん……これがバースト<br>フォトンの励起した状態、ね"""
HP30#44,"""ここから本気よ"""
HP10#44,"""……ここまで追い詰められるなんて"""
ItemRare#44,"""あたしは別に欲しくないわよ"""
DamageSmall#44,"""くっ！"""
DamageMiddle#44,"""ううっ"""
DamageLarge#44,"""うあっ！"""
Trap#44,"""こんな罠程度に……<br>馬鹿みたい"""
ThankTrapRescue#44,"""感謝はするわ"""
TrapRescueOther#44,"""手間をかけさせないで"""
MemberDamaged#44,"""無理は禁物<br>一旦下がったらどう？"""
MemberDead#44,"""……あたしには関係ない<br>けど……！"""
AbilityExe#44,"""/toge この調子なら……行ける"""
AbilitySpecial#43,"""/toge 私に任せなさい"""
Resurrect#44,"""……まだ、死ねないの"""
PartyJoin#44,"""/ci1 1 暇だったからね"""
Marvelous#44,"""……マリアが喜びそう"""
IncidentJsApcBegin#40,"""/toge /ci3 1 ……まったく、見てられない！<br>手伝ってあげるから、さっさと<br>こいつら、片付けるわよ！"""
IncidentJsApcFailure#40,"""むぅ……あたしもまだ未熟、か。<br>ごめんなさい、先に退くわ。"""
IncidentJsApcSuccess#40,"""/ci2 2 一丁上がり、っと。<br>……あたし、もう行くから<br>あんまり無理しないようにね。"""
IncidentJsApcBeginEvo#40,"""/ci1 1 ん……？\u3000やれやれ<br>どうやらまだ終わりって<br>わけにはいかなそうね。"""
EnemyWeak#45,"""まとめて吹き飛ばしてやる！"""
EnemyLarge#45,"""大きさなんて関係ない！<br>まとめて吹っ飛ばーす！"""
EnemyBoss#45,"""強敵だな！<br>私に任せておけ！"""
EnemyRare#45,"""ん、あいつ……珍しいヤツだ！"""
EnemyBoost#45,"""この気配……危ないヤツだ。<br>無理せず連携していくぞ！"""
DestroyEnemy1#45,"""決まりだ！"""
DestroyEnemy2#45,"""美しいだろう！"""
DestroyEnemy3#43,"""みとれてもいいぞ！"""
CondFreeze#45,"""冷たい、冷たいぞ！<br>おのれっ！"""
CondBurn#45,"""熱い！\u3000熱いな！\u3000くそっ！"""
CondShock#45,"""痺れるぞ！\u3000なんだこれは！"""
CondPoison#45,"""毒か……ううっ、気持ち悪い"""
CondPanic#45,"""混乱してても<br>全部吹き飛ばせば問題ない！"""
CondStan#45,"""う、動けないぞ……なんだこれは！"""
CondMirage#45,"""視界がおかしいぞ！<br>なんだこれは！"""
Die#45,"""まだみんな、戦ってるのに……私は……"""
ThankHeal#45,"""ありがと、助かったぞ！"""
ThankBuff#45,"""ありがと、感謝するぞ！"""
ThankCure#45,"""おおっ、気分爽快だぞ！"""
DefeatEnemy#45,"""ふふん、これで終わりだな！"""
LevelUp#45,"""ふん、私はもっと強い！"""
TechFire#17,"""全部まとめて燃やし尽くす！"""
PBFull#45,"""そのぐらいにしておけよ、貴様！"""
PBRelease#45,"""私は負けない！<br>私が持つ、この名にかけて！"""
TacticsFree#22,"""それでは私は自由にやるぞ！"""
TacticsGuard#22,"""えー、守るのはつまらない……"""
TacticsMassedAttack#22,"""集中的に、執拗に、燃やしてやる！"""
Avoid#45,"""みえみえだ！"""
HealSelf#45,"""いっきに回復だっ！"""
BuffSelf#45,"""補助だって出来る！"""
HealOther#45,"""貴様、回復を忘れてどうする！"""
BuffOther#45,"""貴様、補助を忘れるな！"""
QuestStart1#45,"""よし行くぞ、ついてこい！"""
QuestStart2#13,"""貴様がどうしてもというからだぞ！"""
QuestEnd1#45,"""ふふん、このぐらい普通だ"""
QuestEnd2#17,"""まあ、動きやすかったのは<br>認めよう！"""
IncidentStart#45,"""……んん？<br>何か起こるのか？"""
IncidentSuccess#45,"""大成功だろう！"""
IncidentFailure#45,"""えー……"""
PSE#45,"""おおっ、なんだこれは！<br>フォトンが騒がしいぞ！"""
PSELevelUp#45,"""なんかわくわくしてきた！<br>ほら、もっと続けるぞ！"""
PSEBurst#45,"""おおっ、すごいなこれは！<br>噂以上の状態だ！"""
HP30#45,"""あとで倍返しだ！"""
HP10#45,"""……私が、こんな！"""
ItemRare#45,"""好きなだけもっていくといい！"""
DamageSmall#45,"""いたっ！"""
DamageMiddle#45,"""ううっ"""
DamageLarge#45,"""ぐうう……っ！"""
Trap#45,"""罠？\u3000ずるいぞ、なんだそれ！"""
ThankTrapRescue#45,"""すまない、助かった！"""
TrapRescueOther#45,"""罠には気をつけろよ！"""
MemberDamaged#45,"""私に任せて下がるといい！"""
MemberDead#45,"""……許さないぞ、ぜったいに！"""
AbilityExe#45,"""/toge ふふん、絶好調だ！"""
AbilitySpecial#44,"""/toge よし、私がやるぞ！"""
Resurrect#45,"""……私にも、守りたいものができたんだ！"""
PartyJoin#45,"""/ci1 1 貴様がどうしてもというからだぞ！"""
Marvelous#45,"""ふん、動けるじゃないか"""
IncidentJsApcBegin#41,"""/toge /ci2 2 おい、貴様！\u3000大丈夫か！<br>私も手伝うぞ！\u3000任せておけ！"""
IncidentJsApcFailure#41,"""/mn10  ぐっ……情けない……<br>すまない、私は退かせてもらう。"""
IncidentJsApcSuccess#41,"""/mn15 /ci2 1 ふっふっふ、決まったな！<br>困ったときはいつでも呼ぶといい！<br>それじゃあな！"""
IncidentJsApcBeginEvo#41,"""/mn15 /ci2 1 むっ、まだ来るのか！<br>あれも爆破してしまっていいのだろう？"""
EnemyWeak#46,"""僕たちの敵じゃあないね！"""
EnemyLarge#46,"""おやおや、ずいぶん大きいやつだ<br>だが、僕たちにかかれば！"""
EnemyBoss#46,"""強さが全てじゃない……<br>僕たちがそれを教えてあげよう！"""
EnemyRare#46,"""見たまえ！<br>あれは珍しいやつだよ！"""
EnemyBoost#46,"""ずいぶんやる気のようだけど<br>僕たちの絆に勝てるかな？"""
DestroyEnemy1#46,"""美しい！"""
DestroyEnemy2#46,"""よくやったね！"""
DestroyEnemy3#44,"""信じていたよ！"""
CondFreeze#46,"""身体は凍ってしまったが<br>僕の愛情は燃えたぎっている！"""
CondBurn#46,"""ははは、なんて熱さなんだ……<br>まるで、僕の愛情のようだね！"""
CondShock#46,"""この程度の痺れでは<br>僕たちの絆は止められない！"""
CondPoison#46,"""この身に毒を受けたとしても<br>愛する子達は守り抜くよ！"""
CondPanic#46,"""世界がぐるぐる回っているが<br>この子達がいてくれるから、問題ない！"""
CondStan#46,"""動けないとしても……<br>僕の側には、この子がいる！"""
CondMirage#46,"""ふふ、幻覚とは無駄なこと……<br>元より、この子達しか見ていない！"""
