YesText#0,"""はい"""
FailByOppFullMeseta#0,"""$(0)のメセタの所持上限数を超えるため<br>トレードを中止しました。"""
UrgeToSelectAndDecideItem#0,"""<c f0df60>トレードしたいアイテムを登録し、「アイテム決定」ボタンを押してください。トレードをやめる場合は「キャンセル」ボタンを押してください。<c>"""
WaitOpponentDecideItemGuide#0,"""<c f0df60>相手（$(0)）のアイテム決定を待っています。前の操作に戻る場合は「キャンセル」ボタンを押してください。<c>"""
UrgeToApproveTradeGuide#0,"""<c f0df60>トレード内容が決定しました。内容が問題なければ「トレード確定」ボタンを押してください。前の操作に戻る場合は「キャンセル」ボタンを押してください。<c>"""
WaitOpponentApproveTradeGuide#0,"""<c f0df60>相手（$(0)）のトレード確定を待っています。前の操作に戻る場合は「キャンセル」ボタンを押してください。<c>"""
UrgeToSelectAndDecideItem_v#0,"""<c f0df60>トレードしたいアイテムを登録し、「アイテム決定」を押してください。<c>"""
WaitOpponentDecideItemGuide_v#0,"""<c f0df60>$(0)のアイテム決定を待っています。<c>"""
UrgeToApproveTradeGuide_v#0,"""<c f0df60>トレード内容が決定しました。問題なければ「トレード確定」を押してください。<c>"""
WaitOpponentApproveTradeGuide_v#0,"""<c f0df60>相手（$(0)）のトレード確定を待っています。<c>"""
DropOnInventory#0,"""取り下げる"""
MenuObject_Display#0,"""トレードに出す"""
MenuObject_Withdraw#0,"""トレードから取り下げる"""
MenuObject_ChangeNumber#0,"""トレードに出す個数の変更"""
InputStackItemNumberTitle#0,"""トレード個数の指定"""
InputStackItemNumberMsg#0,"""いくつトレードに出しますか？"""
Title#10,"""アイテムトレード"""
TradeTitle#0,"""トレード"""
EditMesetaTitle#0,"""メセタ編集"""
EditMesetaMessage#0,"""トレードするメセタの金額を入力してください。"""
ItemEnableSelect#0,"""選択可能"""
ItemDisableSelect#0,"""選択不可"""
PictSignRight#0,"""<pict Sign_RIGHT>移動"""
PictSignLeft#0,"""<pict Sign_LEFT>移動"""
WaitDecideItemMessage#0,"""アイテム決定待機中"""
VisiphonTitle#0,"""ビジフォン"""
VisiphonFullTitle#0,"""ビジフォン"""
VisiphonFullTitleHint#0,"""<c f0df60>プレイヤーの検索やマイショップの利用、アイテムコード入力でのアイテム獲得ほか、各種メニューが利用できます。<c>"""
VisiphonFullTitleHint_v#0,"""<c f0df61>プレイヤーの検索やマイショップの利用ほか、各種メニューが利用できます。<c>"""
VisiphonMenu_Search#0,"""アークスサーチ"""
VisiphonMenu_Shop#0,"""マイショップ"""
VisiphonMenu_ItemCode#0,"""アイテムコード"""
VisiphonMenu_Friend#0,"""フレンドパートナー"""
VisiphonMenu_Library#0,"""図鑑リスト"""
VisiphonMenu_Ranking#0,"""ランキング"""
VisiphonMenu_PlayLog#0,"""プレイ実績"""
VisiphonMenu_LoginStamp#0,"""ログインスタンプ"""
VisiphonMenu_ProfileEdit#0,"""自分のアークスカード編集"""
VisiphonMenu_Campaign#0,"""キャンペーンアイテム受け取り"""
VisiphonMenu_CharaSave#0,"""ポートレート用データ保存"""
VisiphonMenu_CharaSaveSelect#0,"""キャラクター選択"""
VisiphonMenu_CharaSaveUseChara#0,"""現在のキャラクター"""
VisiphonMenu_CharaSaveSP#0,"""サポートパートナー"""
Exit#2,"""戻る"""
SearchTitle#0,"""アークスサーチ"""
SearchFullTitle#0,"""アークスサーチ"""
SearchFullTitleHint#0,"""<c f0df60>プレイヤー、キャラクター、チームを検索できます。<c>"""
SearchMenu_Player#0,"""プレイヤーサーチ"""
SearchMenu_PlayerHint#0,"""<c f0df60>アークスカードの登録情報からプレイヤーを探すことができます。コメントは、文節単位に検索を行います。<c>"""
SearchMenu_Guild#0,"""チームサーチ"""
SearchMenu_GuildHint#0,"""<c f0df60>チーム名とチームコメントからチームを探すことができます。コメントは、文節単位に検索を行います。<c>"""
SearchMenu_Chara#0,"""キャラクターサーチ"""
SearchMenu_CharaHint#0,"""<c f0df60>キャラクター名からキャラクターを探すことができます。<c>"""
PlayerSearchTitle#0,"""プレイヤーサーチ"""
PlayerSearch_ID#0,"""プレイヤーIDネーム"""
PlayerSearch_Text#0,"""文字検索"""
PlayerSearch_Wish#0,"""ウィッシュリスト"""
PlayerSearch_Present#0,"""プレゼントリスト"""
PlayerSearch_Hobby#0,"""趣味"""
PlayerSearch_MyRoom#0,"""マイルーム"""
PlayerSearch_Comment#0,"""コメント"""
PlayerSearch_MyRoom_Select1#0,"""指定しない"""
PlayerSearch_MyRoom_Select2#0,"""所持"""
PlayerSearch_MyRoom_Select3#0,"""非所持"""
PlayerSearch_MyRoom_Check#0,"""マイルームを持っている"""
PlayerSearch_MyRoom_Enter#0,"""検索実行"""
PlayerSearchResultTitle#0,"""プレイヤーサーチ検索結果"""
PlayerSearchResult_Limit#0,"""ヒット人数"""
PlayerSearchResult_Wait#0,"""検索中"""
PlayerSearchResult_Failure#0,"""該当プレイヤーが<br>見つかりませんでした。"""
PlayerSearchResult_Playernum#0,"""$(0)"""
GuildSearchTitle#0,"""チームサーチ"""
GuildSearch_Text#0,"""文字検索"""
GuildSearch_GuildName#0,"""チーム名"""
GuildSearch_GuildLevel#0,"""-"""
GuildSearch_Comment#0,"""コメント"""
GuildSearchResultTitle#0,"""チームサーチ検索結果"""
GuildSearchResult_Limit#0,"""絞り込み数"""
GuildSearchResult_Failure#0,"""該当チームが見つかりませんでした。"""
GuildSearchStatus_Title#0,"""チーム詳細"""
GuildSearchStatus_Web#0,"""チームWeb"""
GuildSearchStatus_Chat#0,"""チームマスターにウィスパーチャットを送る"""
VisiphonMenu_PlayLog_Hint#0,"""<c f0df60>あなたがプレイした各種の実績を閲覧できます。<c>"""
VisiphonMenu_ProfileEdit_Hint#0,"""<c f0df60>自分のアークスカードの情報を編集できます。<c>"""
VisiphonMenu_Campaign_Hint#0,"""<c f0df60>キャンペーン対象となっていた場合に、該当のキャンペーンアイテムを受け取ることができます。<c>"""
VisiphonMenu_Campaign_Hint_v#0,"""<c f0df61>キャンペーンアイテムを受け取ることができます。<c>"""
CharaSearchTitle#0,"""キャラクターサーチ"""
CharaSearch_ID#0,"""キャラクター名"""
CharaSearchResultTitle#0,"""キャラクターサーチ検索結果"""
CharaSearchResult_Failure#0,"""該当キャラクターが<br>見つかりませんでした。"""
SearchFailureMessage#0,"""検索文字が入力されていません。"""
CampaignMenuTitle#0,"""キャンペーン受け取りメニュー"""
CampaignMenuTab1#0,"""キャンペーン名"""
CampaignMenuTab2#0,"""受け取り期間"""
CampaignMenuNoItem#0,"""キャンペーンがありません。"""
CampaignConfirmTitle#0,"""受け取り確認"""
CampaignConfirmMessage#0,"""以下のキャンペーンアイテムを受け取ります。<br>よろしいですか？<br><br>※アイテムを受け取れるのは、<br>\u3000アカウントにつき１回のみです。<br>\u3000受け取るシップに間違いないかをご確認ください。"""
CampaignConfirmCharaMessage#0,"""以下のキャンペーンアイテムを受け取ります。<br>よろしいですか？<br><br>※アイテムを受け取れるのは、<br>\u3000キャラクターにつき１回のみです。"""
CampaignError1#0,"""予期せぬエラーが発生したため<br>受取をキャンセルします。"""
CampaignError2#0,"""アイテムパックの空き容量不足、<br>または所持数の限界を超えているため、<br>受け取れませんでした。"""
CampaignError3#0,"""有効期限が切れたキャンペーンのため、<br>受け取れませんでした。"""
CampaignError4#0,"""このキャンペーンアイテムは以下のプラットフォームから<br>ログイン中のみ受け取りが可能です。<br>$(0)"""
CampaignPlatformPC#0,"""・PC"""
CampaignPlatformSwitch#0,"""・PSO2 クラウド（Nintendo Switch™）"""
CampaignPlatformPS4#0,"""・PlayStation®4"""
CampaignPlatformVita#0,"""・PlayStation®Vita"""
CampaignPlatformPCCloud#0,"""・PSO2 クラウド（PC）"""
CampaignPlatformXOne#0,"""・Xbox One"""
CampaignPlatformWin10#0,"""・Microsoft Store Version"""
CampaignPlatformSteam#0,"""・Steam"""
CampaignPlatformEpicGames#0,"""・Epic Games"""
CampaignBondPlatform#0,"""$(0)<br>$(1)"""
CampaignSuccess#0,"""$(0)<br>のアイテムを受け取りました。"""
CampaignNum#0,"""$(0)×$(1)個"""
CharaSaveMessage#0,"""現在のキャラクターのデータを保存し、<br>パートナーキャラクターと追加ロビーアクションの<br>データを更新します。よろしいですか？<br><br>※パートナーキャラクターは、パートナーカードを<br>\u3000取得すると、使用可能になります。<br>\u3000パートナーカードを持っていないデータを保存しても、<br>\u3000使用できなくなることはありません。<br>※チームアクセサリーは保存されません。"""
CharaSaveOverwriteMessage#0,"""すでにキャラクターのデータがあるスロットです。<br><br>現在のキャラクターのデータで上書きし、<br>パートナーキャラクターと追加ロビーアクションの<br>データを更新します。よろしいですか？<br><br>※パートナーキャラクターは、パートナーカードを<br>\u3000取得すると、使用可能になります。<br>\u3000パートナーカードを持っていないデータを保存しても、<br>\u3000使用できなくなることはありません。<br>※チームアクセサリーは保存されません。"""
CharaSaveSucsessMessage#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データをを保存しました。"""
CharaSaveFailureMessage#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データが保存できませんでした。<br><br>再度「ポートレート用データ保存」を<br>実行してください。"""
CharaSaveNone#0,"""保存データなし"""
CharaSaveMemoryCardNone#0,"""メモリーカードが確認できませんでした。<br><br>メモリーカードが挿入されているか<br>確認してください。"""
CharaSaveCrashData#0,"""『PHANTASY STAR ONLINE2』の<br>セーブデータが破損している可能性があります。<br>破損したデータを削除し、新しいデータを作成します。<br><br>よろしいですか？"""
CharaSaveDataSave#0,"""すでにデータがあるスロットのため、<br>キャラクターのデータを上書き保存し、<br>呼び出せるパートナーキャラクター、<br>追加ロビーアクションのデータを<br>更新します。<br><br>よろしいですか？"""
CharaSaveFailureMessage01#0,"""データが不正である可能性があるため、<br>メモリーカードに保存を<br>することができませんでした。"""
CharaSaveFailureMessage02#0,"""メモリーカードの容量が不足しているため、<br>キャラクター、パートナーキャラクター、<br>追加ロビーアクションのデータを<br>保存することができませんでした。<br><br>メモリーカードの容量を<br><$capacity>kb 以上空けて<br>再度実行してください。"""
CharaSaveFailureMessage03#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データ保存に失敗しました。<br>再度「ポートレート用データ保存」を<br>実行してください。"""
CharaSaveSucsessMessage01#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションのデータを保存、更新しました。<br><br>保存されたキャラクター、パートナーキャラクター、<br>追加ロビーアクションは<br>「キャラクターポートレート」で使うことができます。<br><br>「キャラクターポートレート」を使用するには、<br>タイトルメニューの「キャラクターポートレート」を<br>選択してください。"""
CharaSaveTitle#0,"""ポートレート用データ保存"""
CharaSaveHelp#0,"""<c f0df60>キャラクターポートレート用のデータを保存します。<c>"""
RecruitSearchSelect#0,"""表示項目選択"""
RecruitTeamMemberSearch#0,"""チームメンバーの多い順"""
RecruitTeamLevelSearch#0,"""チームレベルの高い順"""
RecruitTeamNameSearch#0,"""チーム名順"""
RecruitTeamFoundingDateSearch#0,"""チーム創設日の新しい順"""
RecruitTeamLastLoginDateSearch#0,"""直近1時間のログイン人数の多い順"""
RecruitTeamFriendSearch#0,"""所属するフレンド人数の多い順"""
RecruitTeamList#0,"""チームリスト"""
RecruitTeamLevel#0,"""チームレベル"""
RecruitTeamMember#0,"""メンバー数"""
RecruitTeamDetails#0,"""チーム詳細確認"""
RecruitTeamManager#0,"""チーム管理者確認"""
RecruitTeamManagerSendMail#0,"""チーム管理者に入団申請"""
RecruitPost#0,"""役職"""
RecruitTeamInfo#0,"""チーム情報"""
RecruitTeamFlag#0,"""チームフラッグ"""
RecruitMasterComment#0,"""チームマスターコメント"""
RecruitMemberInfo#0,"""チームメンバー情報"""
RecruitFriend#0,"""フレンド人数"""
RecruitBlackList#0,"""ブロックリスト登録者数"""
RecruitLastLoginMemberList#0,"""直近1時間のログイン人数"""
RecruitLastLoginMemberCount#0,"""$(0)/$(1)人"""
RecruitTeamSearching#0,"""検索中"""
RecruitLevel#0,"""Lv.$(0)"""
RecruitNumber#0,"""$(0)人"""
RecruitMemberList#0,"""チームメンバー一覧"""
RecruitAdministratorList#0,"""チーム管理者一覧"""
RecruitMemberMaster#0,"""チームマスター"""
RecruitMemberManager#0,"""マネージャー"""
RecruitMemberCommon#0,"""コモンメンバー"""
RecruitMemberVisitor#0,"""ビジター"""
RecruitMailYesNo#0,"""チーム管理者に入団申請を送ります。<br>よろしいですか？"""
RecruitMailYesNoTitle#0,"""入団申請の確認"""
RecruitMailSuccess#0,"""送信しました。"""
RecruitMailMiss#0,"""送信できませんでした。"""
VisiphonMenu_Recruit#0,"""メンバー募集中のチーム検索"""
VisiphonMenu_RecruitHint#0,"""<c f0df60>チームメンバーを募集しているチームを表示します。表示する設定を選んでください。<c>"""
CampaignInfoTitle#0,"""キャンペーン内容"""
CampaignInfoTitle2#0,"""受け取り有効期限"""
CampaignInfoTitle3#0,"""対象条件"""
CampaignDateNone#0,"""無期限"""
CampaignMessage#0,"""<pict New>受け取っていないキャンペーンが$(0)件あります。"""
LoginStampTitle#0,"""ログインスタンプ"""
LoginStampCard#0,"""スタンプカードを見る"""
LoginStampReward#0,"""報酬を確認する"""
LoginStampTitleHint#0,"""<c f0df60>スタンプカードや報酬一覧を見ることができます。<c>"""
LoginStampCardHint#0,"""<c f0df60>これまで押されたスタンプ一覧です。<c>"""
LoginStampRewardHint#0,"""<c f0df60>スタンプが貯まると貰える報酬一覧です。<c>"""
PeriodNext#0,"""（残り時間：$(0)）"""
VisiphonMenu_Craft#0,"""クラフト"""
VisiphonMenu_CraftHint#0,"""<c f0df60>クラフター検索や各種クラフト情報の確認、発注品の受け取りなどが可能です。<c>"""
CraftInfo#1,"""クラフト情報"""
Craft_WorkmanSearch#0,"""クラフター検索"""
Craft_FriendSearch#0,"""フレンドからクラフター検索"""
Craft_TeamSearch#0,"""チームメンバーからクラフター検索"""
Craft_Results#0,"""クラフト実績"""
