EnemyWeak#0,"""단숨에 쓸어 버린다"""
PartyJoin#50,"""/ci2 1 좋아, 힘내 볼까."""
Marvelous#50,"""여전하네!"""
EnemyWeak#51,"""이 정도 상대는<br>얼른 해치우죠!"""
EnemyLarge#51,"""우와……조금 클지도……"""
EnemyBoss#51,"""가, 강해 보여……<br>그래도 어떻게든 되겠죠!"""
EnemyRare#51,"""앗, 보세요!<br>희귀한 게 있어요!"""
EnemyBoost#51,"""뭔가 위험해 보이는 분위기가<br>엄청나게 느껴지는데요……"""
DestroyEnemy1#51,"""잘됐나요?"""
DestroyEnemy2#51,"""해냈다!\u3000해냈다!"""
DestroyEnemy3#50,"""후우, 어떻게든!"""
CondFreeze#51,"""코오리가 꽁꽁 얼었어……<br>아니, 이럴 때가 아니지!"""
CondBurn#51,"""코오리가 불타고 있다니……<br>아니, 아니, 도와주세요!"""
CondShock#51,"""모모모몸이이이이<br>저저저저려어어어……!"""
CondPoison#51,"""으으……독은 아픈 걸 떠나서<br>일단 기분 나빠……!"""
CondPanic#51,"""뭔가 엄청<br>빙글빙글 몽글몽글해"""
CondStan#51,"""모, 몸이 안 움직여……?<br>앗!\u3000이거 정말 위험한 상황이야!"""
CondMirage#51,"""와아, 알 군이 잔뜩 보여……!<br>꿈만 같아……그런데 이거<br>정상은 아니란 거지!"""
Die#51,"""아우……당해 버렸어……"""
ThankHeal#51,"""앗, 감사합니다!"""
ThankBuff#51,"""왠지 힘이 솟아나요!"""
ThankCure#51,"""후우, 기분 상쾌해!"""
DefeatEnemy#51,"""대충 다 쓰러뜨린 것 같나요?"""
LevelUp#51,"""엣, 아직 더 강해지는 건가요!"""
InvokeSkill1#49,"""싹둑!"""
InvokeSkill2#48,"""와와왓!"""
InvokeSkill3#48,"""싹 베어 버릴게!"""
TechIce#25,"""얼어 버려!"""
PBFull#51,"""좋아, 비장의 수단 같은 걸<br>써 버릴게!"""
PBRelease#51,"""에잇, 이젠 될 대로 돼라!"""
Avoid#51,"""네!"""
HealSelf#51,"""이 틈에 바로 회복!"""
BuffSelf#51,"""만전의 상태로 맞서겠어!"""
HealOther#51,"""틈을 찾아 회복할게요!"""
BuffOther#51,"""이런 것도 있어요!"""
QuestStart1#51,"""발목 잡지 마, 발목 잡지 마<br>발목 잡지 마……좋아!"""
QuestEnd1#51,"""힘낸 보람이 있을지도!"""
IncidentStart#51,"""음, 뭔가 이상한 분위기……<br>이거, 무슨 일 생기는 거죠?"""
IncidentSuccess#51,"""잘돼서 다행이다……!"""
IncidentFailure#51,"""……이거 실패네요.<br>뭐, 뭐, 기분 전환하죠!"""
PSE#51,"""뭔가 세상이 술렁술렁<br>하지 않나요?\u3000그렇죠?"""
PSELevelUp#51,"""오오오!\u3000술렁임이 커지고 있어요!"""
PSEBurst#51,"""우와, 정말 예뻐……<br>그런데 이게 뭐죠?"""
HP30#51,"""으으, 흔히 말하는 위기일지도……"""
HP10#51,"""이, 이건 너무하잖아요!"""
ItemRare#51,"""앗, 그거 알아요!<br>레어 아이템이죠, 좋겠다!"""
DamageSmall#51,"""아파!"""
DamageMiddle#51,"""꺄악!"""
DamageLarge#51,"""너무해!"""
Trap#51,"""어라……혹시 나<br>함정에 걸린 건가……?"""
ThankTrapRescue#51,"""사, 살았다……"""
TrapRescueOther#51,"""괜찮아요? 지금 도와줄게요!"""
MemberDamaged#51,"""무리는 금물!"""
MemberDead#51,"""……아, 저질렀네.<br>그람은 분노의 검이라고?"""
AbilityExe#51,"""왠지 나, 절호조일지도!"""
AbilitySpecial#51,"""지금이라면 뭐든 잘 풀릴 것<br>같기도 해!"""
Resurrect#51,"""……조금만 더,<br>힘내 볼까……<br>싶기도 하고."""
PartyJoin#51,"""/ci2 1 잘 부탁드립니다"""
Marvelous#51,"""우와……대단하다……"""
EnemyWeak#52,"""어떤 적이더라도<br>백성의 평안을 위해 지지 않겠습니다!"""
EnemyLarge#52,"""적이 아무리 크더라도<br>백성을 위해 물러설 수는 없습니다!"""
EnemyBoss#52,"""아무래도 강적인 듯하군요……<br>마음을 다잡고 가시죠!"""
EnemyRare#52,"""보기 드문 적이네요……<br>주의해서 가시죠"""
EnemyBoost#52,"""이 적……<br>무척 불길한 느낌이 듭니다."""
DestroyEnemy1#52,"""그렇게는 못 합니다!"""
DestroyEnemy2#52,"""저도 조금은 싸울 줄 압니다!"""
DestroyEnemy3#51,"""백성에게 해를 끼치는 자는<br>누구든 용서하지 않겠습니다!"""
CondFreeze#52,"""크윽, 얼어붙어 움직일 수가……"""
CondBurn#52,"""이 몸이 불타더라도<br>백성을 위해서라면……!"""
CondShock#52,"""으윽, 저, 저려서……!"""
CondPoison#52,"""독이 퍼져서……<br>하지만 이 정도로 쓰러질 수는……"""
CondPanic#52,"""혼란에 빠지면 모두를<br>불안하게 만들고 말아요……!"""
CondStan#52,"""우, 움직일 수 없게 됐습니다……"""
CondMirage#52,"""시야가……!<br>하지만 우리가 나아갈 내일은<br>보지 않아도 마음에 새겨져 있습니다!"""
Die#52,"""저는……여기서 죽을 수 없습니다……"""
ThankHeal#52,"""상처가 아물어 가요……!<br>살았습니다!"""
ThankBuff#52,"""도와주셔서 감사합니다!"""
ThankCure#52,"""이상이 사라지고 있어요……<br>이걸로 저도 아직 싸울 수 있습니다!"""
DefeatEnemy#52,"""아무래도 이 근처 적은<br>모두 쓰러뜨린 것 같네요"""
LevelUp#52,"""그 빛, 이 눈에 새기겠습니다."""
InvokeSkill1#50,"""이걸로!"""
InvokeSkill2#49,"""미약한 힘이나마 보탬이 되기를!"""
InvokeSkill3#49,"""제가 해야 합니다!"""
TechFire#22,"""타올라라!"""
TechIce#26,"""얼어붙으세요!"""
TechThunder#21,"""꿰뚫리세요!"""
TechWind#21,"""베여 쓰러지세요!"""
TechLight#22,"""빛이여, 나의 검이 되어라!"""
TechDark#21,"""어둠이여, 나의 화살이 되어라!"""
PBFull#52,"""백성의 뜻이 있는 한 물러서지 않습니다!"""
PBRelease#52,"""이 몸과 목숨!<br>백성을 위해 바치겠습니다!"""
Avoid#52,"""맞지 않습니다!"""
HealSelf#52,"""쓰러지는 건 용납되지 않으니까요!"""
BuffSelf#52,"""이걸로 조금은 도움이 될 겁니다!"""
HealOther#52,"""괜찮으신가요?"""
BuffOther#52,"""유용하게 써 주세요"""
QuestStart1#52,"""하리에트, 갑니다!"""
QuestEnd1#52,"""훌륭했습니다. 역시 대단하군요"""
IncidentStart#52,"""이 기척은……!<br>뭔가 옵니다!\u3000<br>조심하세요!"""
IncidentSuccess#52,"""어떻게든 해냈군요"""
IncidentFailure#52,"""죄송합니다.<br>실수했습니다……"""
PSE#52,"""공기가 술렁입니다만……<br>나쁜 느낌은 아닙니다. 계속 가시죠!"""
PSELevelUp#52,"""술렁임이 커져서……?<br>마치 등을 밀어 주는 것 같아요……"""
PSEBurst#52,"""대단해……!<br>축복의 노래가 들리는 것 같습니다!"""
HP30#52,"""크윽……<br>이 정도로 멈춰 설 수는……"""
HP10#52,"""이 몸이 썩어 사라지더라도<br>백성을 위해……"""
ItemRare#52,"""좋은 물건을 얻으셨군요"""
DamageSmall#52,"""큿"""
DamageMiddle#52,"""크윽!"""
DamageLarge#52,"""꺄악!"""
Trap#52,"""이런 곳에 함정이……!"""
ThankTrapRescue#52,"""아, 감사합니다.<br>살았습니다"""
TrapRescueOther#52,"""무사하신가요?<br>지금 도와드리겠습니다!"""
MemberDamaged#52,"""무리하지 마세요!"""
MemberDead#52,"""아아……그럴 수가……<br>제가 부족한 탓에……"""
AbilityExe#52,"""왠지 힘이 넘쳐흐르는 것 같아요!"""
AbilitySpecial#52,"""힘이 차오릅니다!"""
Resurrect#52,"""이 영혼이 남아 있는 한 죽지 않습니다!"""
PartyJoin#52,"""온 힘을 다하겠습니다!"""
Marvelous#52,"""역시 수호휘사입니다!"""
IncidentJsApcBegin#50,"""/ci2 1 <%me> 님!<br>기다리고 있었습니다!<br>먼저 마물부터 쓰러뜨리죠!"""
IncidentJsApcFailure#50,"""…죄송해요오.<br>먼저 물러나겠습니다."""
IncidentJsApcSuccess#50,"""/ci2 2 역시 훌륭하십니다!<br>강력한 반응은 이 앞에 있습니다.<br>둘로 나뉘어 나아가시죠!"""
IncidentJsApcBeginEvo#46,"""이걸로 끝이군요, 살았……<br>아니, 아직 뭔가 옵니다!<br>조심하세요!"""
EnemyWeak#53,"""어떤 적이더라도<br>백성의 평안을 위해 지지 않겠습니다!"""
EnemyLarge#53,"""적이 아무리 크더라도<br>백성을 위해 물러설 수는 없습니다!"""
EnemyBoss#53,"""아무래도 강적인 듯하군요……<br>마음을 다잡고 가시죠!"""
EnemyRare#53,"""보기 드문 적이네요……<br>주의해서 가시죠"""
EnemyBoost#53,"""이 적……<br>무척 불길한 느낌이 듭니다."""
DestroyEnemy1#53,"""그렇게는 못 합니다!"""
DestroyEnemy2#53,"""저도 조금은 싸울 줄 압니다!"""
DestroyEnemy3#52,"""백성에게 해를 끼치는 자는<br>누구든 용서하지 않겠습니다!"""
CondFreeze#53,"""크윽, 얼어붙어 움직일 수가……"""
CondBurn#53,"""이 몸이 불타더라도<br>백성을 위해서라면……!"""
CondShock#53,"""으윽, 저, 저려서……!"""
CondPoison#53,"""독이 퍼져서……<br>하지만 이 정도로 쓰러질 수는……"""
CondPanic#53,"""혼란에 빠지면 모두를<br>불안하게 만들고 말아요……!"""
CondStan#53,"""우, 움직일 수 없게 됐습니다……"""
CondMirage#53,"""시야가……!<br>하지만 우리가 나아갈 내일은<br>보지 않아도 마음에 새겨져 있습니다!"""
Die#53,"""저는……여기서 죽을 수 없습니다……"""
ThankHeal#53,"""상처가 아물어 가요……!<br>살았습니다!"""
ThankBuff#53,"""도와주셔서 감사합니다!"""
ThankCure#53,"""이상이 사라지고 있어요……<br>이걸로 저도 아직 싸울 수 있습니다!"""
DefeatEnemy#53,"""아무래도 이 근처 적은<br>모두 쓰러뜨린 것 같네요"""
LevelUp#53,"""그 빛, 이 눈에 새기겠습니다."""
InvokeSkill1#51,"""이걸로!"""
InvokeSkill2#50,"""미약한 힘이나마 보탬이 되기를!"""
InvokeSkill3#50,"""제가 해야 합니다!"""
TechFire#23,"""타올라라!"""
TechIce#27,"""얼어붙으세요!"""
TechThunder#22,"""꿰뚫리세요!"""
TechWind#22,"""베여 쓰러지세요!"""
TechLight#23,"""빛이여, 나의 검이 되어라!"""
TechDark#22,"""어둠이여, 나의 화살이 되어라!"""
PBFull#53,"""백성의 뜻이 있는 한 물러서지 않습니다!"""
PBRelease#53,"""이 몸과 목숨!<br>백성을 위해 바치겠습니다!"""
Avoid#53,"""맞지 않습니다!"""
HealSelf#53,"""쓰러지는 건 용납되지 않으니까요!"""
BuffSelf#53,"""이걸로 조금은 도움이 될 겁니다!"""
HealOther#53,"""괜찮으신가요?"""
BuffOther#53,"""유용하게 써 주세요"""
QuestStart1#53,"""하리에트, 갑니다!"""
QuestEnd1#53,"""훌륭했습니다. 역시 대단하군요"""
IncidentStart#53,"""이 기척은……!<br>뭔가 옵니다!\u3000<br>조심하세요!"""
IncidentSuccess#53,"""어떻게든 해냈군요"""
IncidentFailure#53,"""죄송합니다.<br>실수했습니다……"""
PSE#53,"""공기가 술렁입니다만……<br>나쁜 느낌은 아닙니다. 계속 가시죠!"""
PSELevelUp#53,"""술렁임이 커져서……?<br>마치 등을 밀어 주는 것 같아요……"""
PSEBurst#53,"""대단해……!<br>축복의 노래가 들리는 것 같습니다!"""
HP30#53,"""크윽……<br>이 정도로 멈춰 설 수는……"""
HP10#53,"""이 몸이 썩어 사라지더라도<br>백성을 위해……"""
ItemRare#53,"""좋은 물건을 얻으셨군요"""
DamageSmall#53,"""큿"""
DamageMiddle#53,"""크윽!"""
DamageLarge#53,"""꺄악!"""
Trap#53,"""이런 곳에 함정이……!"""
ThankTrapRescue#53,"""아, 감사합니다.<br>살았습니다"""
TrapRescueOther#53,"""무사하신가요?<br>지금 도와드리겠습니다!"""
MemberDamaged#53,"""무리하지 마세요!"""
MemberDead#53,"""아아……그럴 수가……<br>제가 부족한 탓에……"""
AbilityExe#53,"""왠지 힘이 넘쳐흐르는 것 같아요!"""
AbilitySpecial#53,"""힘이 차오릅니다!"""
Resurrect#53,"""이 영혼이 남아 있는 한 죽지 않습니다!"""
PartyJoin#53,"""온 힘을 다하겠습니다!"""
Marvelous#53,"""역시 수호휘사입니다!"""
IncidentJsApcBegin#51,"""/ci1 3 크윽, 죄송합니다!<br>포위당하고 말았습니다……!<br>한쪽을 무너뜨려 포위를 뚫으시죠!"""
IncidentJsApcFailure#51,"""…죄송해요오.<br>먼저 물러나겠습니다."""
IncidentJsApcSuccess#51,"""/ci5 2 이 마물들, 뭔가를 두려워하나……?<br>조사할 곳이 있어 먼저 실례하겠습니다."""
IncidentJsApcBeginEvo#47,"""이걸로 끝이군요, 살았……<br>아니, 아직 뭔가 옵니다!<br>조심하세요!"""
EnemyWeak#54,"""어떤 적이더라도<br>백성의 평안을 위해 지지 않겠습니다!"""
EnemyLarge#54,"""적이 아무리 크더라도<br>백성을 위해 물러설 수는 없습니다!"""
EnemyBoss#54,"""아무래도 강적인 듯하군요……<br>마음을 다잡고 가시죠!"""
EnemyRare#54,"""보기 드문 적이네요……<br>주의해서 가시죠"""
EnemyBoost#54,"""이 적……<br>무척 불길한 느낌이 듭니다."""
DestroyEnemy1#54,"""그렇게는 못 합니다!"""
DestroyEnemy2#54,"""저도 조금은 싸울 줄 압니다!"""
DestroyEnemy3#53,"""백성에게 해를 끼치는 자는<br>누구든 용서하지 않겠습니다!"""
CondFreeze#54,"""크윽, 얼어붙어 움직일 수가……"""
CondBurn#54,"""이 몸이 불타더라도<br>백성을 위해서라면……!"""
CondShock#54,"""으윽, 저, 저려서……!"""
CondPoison#54,"""독이 퍼져서……<br>하지만 이 정도로 쓰러질 수는……"""
CondPanic#54,"""혼란에 빠지면 모두를<br>불안하게 만들고 말아요……!"""
CondStan#54,"""우, 움직일 수 없게 됐습니다……"""
CondMirage#54,"""시야가……!<br>하지만 우리가 나아갈 내일은<br>보지 않아도 마음에 새겨져 있습니다!"""
Die#54,"""저는……여기서 죽을 수 없습니다……"""
ThankHeal#54,"""상처가 아물어 가요……!<br>살았습니다!"""
ThankBuff#54,"""도와주셔서 감사합니다!"""
ThankCure#54,"""이상이 사라지고 있어요……<br>이걸로 저도 아직 싸울 수 있습니다!"""
DefeatEnemy#54,"""아무래도 이 근처 적은<br>모두 쓰러뜨린 것 같네요"""
LevelUp#54,"""그 빛, 이 눈에 새기겠습니다."""
InvokeSkill1#52,"""이걸로!"""
InvokeSkill2#51,"""미약한 힘이나마 보탬이 되기를!"""
InvokeSkill3#51,"""제가 해야 합니다!"""
TechFire#24,"""타올라라!"""
TechIce#28,"""얼어붙으세요!"""
TechThunder#23,"""꿰뚫리세요!"""
TechWind#23,"""베여 쓰러지세요!"""
TechLight#24,"""빛이여, 나의 검이 되어라!"""
TechDark#23,"""어둠이여, 나의 화살이 되어라!"""
PBFull#54,"""백성의 뜻이 있는 한 물러서지 않습니다!"""
PBRelease#54,"""이 몸과 목숨!<br>백성을 위해 바치겠습니다!"""
Avoid#54,"""맞지 않습니다!"""
HealSelf#54,"""쓰러지는 건 용납되지 않으니까요!"""
BuffSelf#54,"""이걸로 조금은 도움이 될 겁니다!"""
HealOther#54,"""괜찮으신가요?"""
BuffOther#54,"""유용하게 써 주세요"""
QuestStart1#54,"""하리에트, 갑니다!"""
QuestEnd1#54,"""훌륭했습니다. 역시 대단하군요"""
IncidentStart#54,"""이 기척은……!<br>뭔가 옵니다!\u3000<br>조심하세요!"""
IncidentSuccess#54,"""어떻게든 해냈군요"""
IncidentFailure#54,"""죄송합니다.<br>실수했습니다……"""
PSE#54,"""공기가 술렁입니다만……<br>나쁜 느낌은 아닙니다. 계속 가시죠!"""
PSELevelUp#54,"""술렁임이 커져서……?<br>마치 등을 밀어 주는 것 같아요……"""
PSEBurst#54,"""대단해……!<br>축복의 노래가 들리는 것 같습니다!"""
HP30#54,"""크윽……<br>이 정도로 멈춰 설 수는……"""
HP10#54,"""이 몸이 썩어 사라지더라도<br>백성을 위해……"""
ItemRare#54,"""좋은 물건을 얻으셨군요"""
DamageSmall#54,"""큿"""
DamageMiddle#54,"""크윽!"""
DamageLarge#54,"""꺄악!"""
Trap#54,"""이런 곳에 함정이……!"""
ThankTrapRescue#54,"""아, 감사합니다.<br>살았습니다"""
TrapRescueOther#54,"""무사하신가요?<br>지금 도와드리겠습니다!"""
MemberDamaged#54,"""무리하지 마세요!"""
MemberDead#54,"""아아……그럴 수가……<br>제가 부족한 탓에……"""
AbilityExe#54,"""왠지 힘이 넘쳐흐르는 것 같아요!"""
AbilitySpecial#54,"""힘이 차오릅니다!"""
Resurrect#54,"""이 영혼이 남아 있는 한 죽지 않습니다!"""
PartyJoin#54,"""온 힘을 다하겠습니다!"""
Marvelous#54,"""역시 수호휘사입니다!"""
IncidentJsApcBegin#52,"""/ci2 2 <%me> 님!<br>무사하신가요!?<br>미약하나마 도와드리겠습니다!"""
IncidentJsApcFailure#52,"""…죄송해요오.<br>먼저 물러나겠습니다."""
IncidentJsApcSuccess#52,"""/ci1 3 조금 앞에 오래된 저택이 있습니다.<br>이 강대하고 불길한 기운은 그곳에서……<br>함께 가시죠!"""
EnemyWeak#55,"""어떤 적이더라도<br>백성의 평안을 위해 지지 않겠습니다!"""
EnemyLarge#55,"""적이 아무리 크더라도<br>백성을 위해 물러설 수는 없습니다!"""
EnemyBoss#55,"""아무래도 강적인 듯하군요……<br>마음을 다잡고 가시죠!"""
EnemyRare#55,"""보기 드문 적이네요……<br>주의해서 가시죠"""
EnemyBoost#55,"""이 적……<br>무척 불길한 느낌이 듭니다."""
DestroyEnemy1#55,"""그렇게는 못 합니다!"""
DestroyEnemy2#55,"""저도 조금은 싸울 줄 압니다!"""
DestroyEnemy3#54,"""백성에게 해를 끼치는 자는<br>누구든 용서하지 않겠습니다!"""
CondFreeze#55,"""크윽, 얼어붙어 움직일 수가……"""
CondBurn#55,"""이 몸이 불타더라도<br>백성을 위해서라면……!"""
CondShock#55,"""으윽, 저, 저려서……!"""
CondPoison#55,"""독이 퍼져서……<br>하지만 이 정도로 쓰러질 수는……"""
CondPanic#55,"""혼란에 빠지면 모두를<br>불안하게 만들고 말아요……!"""
CondStan#55,"""우, 움직일 수 없게 됐습니다……"""
CondMirage#55,"""시야가……!<br>하지만 우리가 나아갈 내일은<br>보지 않아도 마음에 새겨져 있습니다!"""
Die#55,"""저는……여기서 죽을 수 없습니다……"""
ThankHeal#55,"""상처가 아물어 가요……!<br>살았습니다!"""
ThankBuff#55,"""도와주셔서 감사합니다!"""
ThankCure#55,"""이상이 사라지고 있어요……<br>이걸로 저도 아직 싸울 수 있습니다!"""
DefeatEnemy#55,"""아무래도 이 근처 적은<br>모두 쓰러뜨린 것 같네요"""
LevelUp#55,"""그 빛, 이 눈에 새기겠습니다."""
InvokeSkill1#53,"""이걸로!"""
InvokeSkill2#52,"""미약한 힘이나마 보탬이 되기를!"""
InvokeSkill3#52,"""제가 해야 합니다!"""
TechFire#25,"""타올라라!"""
TechIce#29,"""얼어붙으세요!"""
TechThunder#24,"""꿰뚫리세요!"""
TechWind#24,"""베여 쓰러지세요!"""
TechLight#25,"""빛이여, 나의 검이 되어라!"""
TechDark#24,"""어둠이여, 나의 화살이 되어라!"""
