YesText#0,"""Да"""
AutoWordTypeDamageMiddle#0,"""При получении среднего урона"""
AutoWordTypeDamageLarge#0,"""При получении тяжелого урона"""
AutoWordTypeAttack#0,"""При атаке"""
AutoWordTypePhotonArts#0,"""При использовании PA"""
AutoWordTypeJustGuard#0,"""При успешном Just Guarding"""
AutoWordTypeAvoid#0,"""При использовании уклонения"""
AutoWordTypeSkill#0,"""При использовании умения"""
AutoWordTypeGetKey#0,"""При подборе ключа"""
AutoWordTypeReleaseLock#0,"""При разблокировке"""
AutoWordTypeFallTrap#0,"""При попадании в ловушку"""
AutoWordTypeRescueTrapSelf#0,"""При спасении из ловушки"""
AutoWordTypeRescueTrapFriend#0,"""При спасении других из ловушки"""
AutoWordTypeTechnique#0,"""При использовании техники"""
AutoWordTypePhotonBlast#0,"""При активации Фотон Бласта"""
AutoWordTypeJoinParty#0,"""При принятии приглашения в группу"""
AutoWordTypeRideAIS#0,"""При посадке в A.I.S."""
AutoWordTypePetGo#0,"""При обычной атаке питомцем"""
AutoWordTypePetPa#0,"""При использовании PA питомцем"""
ErrorTitle#0,"""Получение данных сообщений"""
ErrorMessage#0,"""Не удалось получить данные.<br>Подождите немного,<br>и затем снова откройте окно.<br>[No.1103]"""
ShortcutWordEditDetail#0,"""Редактирование $(1) $(0)"""
AutoWordEditDetail#0,"""Редактирование $(0) $(1)"""
WinPoseTitle#0,"""Выбрать позу"""
WinExpressionTitle#0,"""Выбрать выражение лица"""
WinTabPose#0,"""Муж. поза"""
WinTabExpression#0,"""Жен. поза"""
WinTitlePose#0,"""Победная поза"""
WinTitleExpression#0,"""Победное выражение лица"""
WinButtonPose#0,"""Выбрать"""
WinButtonExpression#0,"""Выбрать"""
MenuButtonWin#0,"""Настройки победной позы"""
WinMessage#0,"""Вы можете выбрать позу и выражение для использования<br>после победы над определёнными врагами.<br>※Персонаж будет вставать в позу, как и на превью."""
WinLobbyActionNoneTitle#0,"""Настройки победной позы"""
WinLobbyActionNoneMessege#0,"""Выбранный лобби-экшен нельзя использовать, поскольку он не зарегистрирован."""
NameChange#0,"""Изменить имя"""
ShortcutWordNameFormat#0,"""$(1).$(0)"""
ShortcutWordName_Text#0,"""Ввести и сохранить имя<br>для выбранной страницы шаблона."""
ShortcutWordName_Default#0,"""Шаблон слов $(0)"""
GroupChatList#0,"""Список групп"""
GroupChatDenySettings#0,"""Настройки"""
GroupChatNumber#0,"""Дата вступления"""
GroupChatCreateNew#0,"""Создать группу"""
GroupChatNewNumber#0,"""Числ. приглашённых"""
GroupChatNewTitle#0,"""Создать группу"""
GroupChatName#0,"""Название группы"""
GroupChatComment#0,"""Тема группы"""
GroupChatYes#0,"""Пригласить"""
GroupChatNo#0,"""Отмена"""
GroupChatEditTitle#0,"""Ред. настройки группы"""
GroupChatEditName#0,"""Название группы"""
GroupChatEditComment#0,"""Тема группы"""
GroupChatEditYes#0,"""Ред. тему группы"""
GroupChatEditNo#0,"""Отмена"""
GroupChatEntertainTitle#0,"""$(0) приглашения"""
GroupChatEntertainYes#0,"""Пригласить"""
GroupChatEntertainNo#0,"""Отмена"""
GroupChatEntertainSend#0,"""Число человек для отправки: """
GroupChatEntertainNumber#0,"""$(0) чел."""
GroupChatParticipant#0,"""Член"""
GroupChatParticipantName#0,"""Название группы"""
GroupChatParticipantComment#0,"""Тема группы"""
GroupChatParticipantBack#0,"""Вернуться"""
GroupChatParticipantYes#0,"""Вступить"""
GroupChatDenySettingsTitle#0,"""Настройки группового чата"""
GroupChatDenyCheckBox#0,"""Отклонить групповые приглашения"""
GroupChatDenyArticle#0,"""Если флажок установлен, вы не будете получать приглашения."""
GroupChatNotUseArea#0,"""Групповые чаты не доступны в этой области. """
Title#7,"""Основная информация о квесте"""
QuestName#0,"""Название квеста"""
QuestTarget#0,"""Цель задания"""
Trial#0,"""Срочн. испытание '$(0)'"""
Rank#0,"""($(0))"""
Count#1,"""（$(1)：+$(0)）"""
NowCount#0,"""(Текущий: +$(0))"""
FloorCount#0,"""(Этап $(0))"""
FloorOrder#0,"""Заказ этапа"""
NumberParticipants#0,"""Количество участников"""
HighScorePoint#0,"""$(0) pt"""
TitleHighScore#0,"""Рекорд"""
SinglePartyArea#0,"""Область для одной группы"""
MultiPartyArea#0,"""Область для нескольких групп"""
NoEntry#0,"""Нет прохода"""
NextArea#0,"""К следующей области"""
Campship#1,"""На челнок"""
BonusMap#0,"""？？？？"""
Amusement#0,"""В казино"""
BridgeWrongWay#0,"""Нет прохода"""
Bridge#0,"""На командный мостик"""
ShopAndGate#0,"""В другую область"""
NextMission#0,"""К следующей миссии"""
IntervalArea#0,"""Промежуточная область"""
Cafe#0,"""В кафе Франки"""
AmAndCafe#0,"""В другую область"""
PokaLobby#0,"""Вернуться в лобби битв без переигровки"""
ReturnWithoutCampship#0,"""Вернуться"""
EvacuationDummy#0,"""Устройство для эвакуации"""
Block#0,"""В блок"""
ShopArea#0,"""В торговую зону"""
GateArea#0,"""В зону врат"""
PSE_Messeage#0,"""Шанс PSE всплеска!"""
Title#8,"""Ближайшие персонажи"""
Back#1,"""Назад"""
Charaname#0,"""Имя персонажа"""
Mainclass#0,"""Основной класс"""
OperationGuide#0,"""Выбрать: <%Decide>\u3000Отменить: <%Cancel>"""
Title#9,"""Координатор классов"""
MainClass#0,"""Основной класс"""
SubClass#0,"""Подкласс"""
Class#1,"""Класс"""
MainClassSelect#0,"""Выбрать основной класс"""
SubClassSelect#0,"""Выбрать подкласс"""
ClassSelect#0,"""Выбрать класс"""
SkillTree#0,"""Древо умений"""
SkillTreeConfig#0,"""Изучить классовое умение"""
SkillTreeSelect#0,"""Выбрать древо умений"""
ClassChangeTitle#0,"""Сменить класс"""
AutoSkillTreeConfig#0,"""Установить по рекомендуемым"""
ClassLevel#2,"""Ур.(МАКС.)"""
SkillTreeConfirmTitle#0,"""Принять умения"""
MainClassChangeMessage#0,"""Меняем основной класс на $(0) $(1)ур.<br>Вы уверены?"""
MainClassChangeSuccess#0,"""Основной класс изменён."""
SubClassChangeMessage#0,"""Вы меняете основной класс на<br>$(0) $(1) уровня.<br>В случае смены вы получите:<br> ・Часть его характеристик;<br> ・Его умения и навыки;<br>・РА и техники.<br><br>Вы уверены?"""
SubClassChangeMessageVillain#0,"""Вы меняете основной класс на<br>$(0) $(1) уровня.<br>В случае смены вы получите:<br> ・Часть его характеристик;<br> ・Его умения и навыки;<br>\u3000・Техники.<br>\u3000<yellow>※РА $(0) не доступны.<c><br><br>Вы уверены?"""
SubClassChangeMessageMaster#0,"""Вы меняете основной класс на<br>$(0) $(1) уровня.<br>В случае смены вы получите:<br> ・Часть его характеристик;<br> ・Его умения и навыки;<br>\u3000<yellow>※РА $(0) не доступны.<c><br><br>Вы уверены?"""
SubClassChangeMessageSlayer#0,"""Вы меняете основной класс на<br>$(0) $(1) уровня.<br>В случае смены вы получите:<br> ・Часть его характеристик;<br> ・Его умения и навыки;<br>\u3000<yellow>※РА $(0) не доступны.<c><br><br>Вы уверены?"""
SubClassChangeSuccess#0,"""Подкласс изменён."""
ClassChangeMessage#0,"""Смена подкласса класса на<br>$(0) $(1)уровня.<br>Вы уверены?"""
ClassChangeSuccess#0,"""Ваш класс изменён."""
ClassChangeFailed#0,"""Сейчас вы не можете сменить ваш класс."""
ClassChangeFailMessage#0,"""Вы уже $(0).<br>Смена класса не нужна."""
MainClassChangeFailMessage#0,"""Ваш основной класс уже $(0)."""
SubClassChangeFailMessage#0,"""Ваш подкласс уже $(0)."""
SubClassChangeWpnmanFailMessage#0,"""Вы не можете выбрать подкласс с $(0)."""
MainClassChangeWpnmanMessage#0,"""<yellow>※При выборе $(0) ваш подкласс будет убран<c>"""
MainClassChangeWpnmanFailMessage#0,"""Чтобы выбрать класс $(0),<br>необходимо:<br><br>・ Выполнить заказ Коффи<br>「$(0) Class Unlocking Trial」.<br><yellow>※Доступно при достижении любыми двумя<br>классами 75 уровня.<br>※Как только заказ будет выполнен,<br>повторно выполнять заказ не<br>потребуется. Остальным персонажам<br>достаточно будет взять и сдать этот<br>заказ.<c>"""
MainClassChangeVillainFailMessage#0,"""Чтобы выбрать класс $(0),<br>необходимо:<br><br>・ Выполнить заказ Коффи<br>「$(0) Class Unlocking Trial」.<br><yellow>※Доступно при достижении любыми двумя<br>классами 75 уровня.<br>※Как только заказ будет выполнен,<br>повторно выполнять заказ не<br>потребуется. Остальным персонажам<br>достаточно будет взять и сдать этот<br>заказ.<c>"""
MainClassChangeEtoileFailMessage#0,"""Чтобы выбрать класс $(0),<br>необходимо:<br><br>・ Выполнить заказ Коффи<br>「$(0) Class Unlocking Trial」.<br><yellow>※Доступно при достижении любыми двумя<br>классами 75 уровня.<br>※Как только заказ будет выполнен,<br>повторно выполнять заказ не<br>потребуется. Остальным персонажам<br>достаточно будет взять и сдать этот<br>заказ.<c>"""
MainClassChangeSlayerFailMessage#0,"""Чтобы выбрать класс $(0),<br>необходимо:<br><br>・ Выполнить заказ Коффи<br>「$(0) Class Unlocking Trial」.<br><yellow>※Доступно при достижении любыми двумя<br>классами 75 уровня.<br>※Как только заказ будет выполнен,<br>повторно выполнять заказ не<br>потребуется. Остальным персонажам<br>достаточно будет взять и сдать этот<br>заказ.<c>"""
SkillTreeAdd#0,"""Добавить дерево умений <pict Arcscash>"""
SkillTreeReset#0,"""Сбросить дерево умений <pict Arcscash>"""
SkillTreeResetSG#0,"""Сбросить древо умений <pict StarGem>"""
SkillTreeResetAll#0,"""Сбросить все древа умений"""
SkillTreeGet#0,"""Изучить классовые умения"""
SkillTreeReturn#0,"""Выйти"""
ClassList#1,"""Список классов"""
SkillTreeList#0,"""Список древа умений выбран"""
SkillTreeAddAsk#0,"""Добавляем древо умений.<br>Вы уверены?"""
SkillTreeAddSuccess#0,"""Древо умений добавлено."""
SkillTreeAddFailed#0,"""Неудача при добавлении древа умений."""
SkillTreeAddFailedFull#0,"""Нельзя добавить больше."""
SkillTreeApplyAsk#0,"""Древо умений настроено.<br>Желаете сохранить?"""
SkillTreeApplySuccess#0,"""Древо умений выбрано."""
SkillTreeApplyFailed#0,"""Не удалось выбрать древо умений."""
SkillTreeApplyFailedCurrent#0,"""Данное древо умений уже выбрано."""
SkillTreeApplyFailedQuest#0,"""Вы не можете сменить класс<br>пока выполняете квест."""
SkillTreeResetAsk#0,"""Перенос древа умений.<br>Вы уверены?"""
SkillTreeResetSuccess#0,"""Древо умений успешно перенесено."""
SkillTreeResetFailed#0,"""Не удалось перенести древо умений."""
SkillTreeResetFailedCurrent#0,"""Нельзя перенести древо умений комплекта."""
SkillTreeResetAllAsk#0,"""Для сброса древа умений вы используете “N-Сброс всех деревьев умений”.<br>Таким образом вы сбросите очки умений на всех деревьях.<br>Хотите продолжить?"""
SkillTreeResetAllSuccess#0,"""Все древа умений сброшены.<br>Пожалуйста, перераспределите очки умений снова."""
SkillTreeResetAllFailed#0,"""Не удалось сбросить все древа умений.<br>Повторите попытку позднее."""
SkillTreeResetAllFailedNG#0,"""Вы не можете выполнить сброс поскольку<br>у вас нет “N-Сброс всех деревьев умений”."""
ClassSelectExplain#0,"""<c f0df60>Вы можете сменить свой текущий класс используя “Выбрать класс”.<br>Если у вас есть несколько древ умений, вы можете выбрать<br>одно из них в разделе “Выбрать древо умений”.<c>"""
ClassSelectExplain_v#0,"""<c f0df61>「クラス選択」でクラスを変更、\u3000「スキルツリー選択」でスキルツリー複数所有時に選択を行います。<c>"""
SkillTreeAddPath#0,"""<pict Arcscash><c ff4f3f>AC контент:<c><br>Добавление $(0) древа умений.<br>Вы хотите приобрести <br><yellow>[N-Пропуск на доп. древо умений]<c>?<br><br>(Текущее количество билетов: $(1))"""
SkillTreeAddTicket#0,"""<pict Arcscash><c 5fdf00>Хотите ли вы использовать <c><br><yellow>[Skill Tree Add Ticket]<c>, который вы купили и добавить древо умений для $(0)?<br><br>(Текущее количество билетов: $(1))"""
SkillTreeResetPath#0,"""<pict Arcscash><c ff4f3f>АС контент:<c><br>Вы собираетесь приобрести<br><yellow>[N-Пропуск на доп. древо умений]<c>.<br><br>До сброса / $(1) древ умений <br>После сброса / $(1) древ умений <br><br>(Доступно: $(2))"""
SkillTreeResetPathSG#0,"""<pict StarGem><c 1dedd7>SG контент:<c><br>Вы собираетесь приобрести<br><yellow>[N-Пропуск на доп. древо умений]<c>.<br><br>До сброса / $(1) древ умений <br>После сброса / $(1) древ умений <br><br>(Доступно: $(2))"""
SkillTreeResetTicket#0,"""<pict Arcscash><c 5fdf00>Приобретение и использование предметов<c><br> Вы собираетесь использовать<yellow>[N-Пропуск на доп. древо умений]<c><br>для сброса древа умений?<br><br>До сброса / $(1) древ умений <br>После сброса / $(1) древ умений <br><br>(Доступно: $(2))"""
