YesText#0,"""Si"""
BhBootup#0,"""¿Activar equipo de abordaje A.I.S.?"""
BhMultiBossMessage#0,"""Equipo de abordaje A.I.S. activado.<br>Después de 30 segundos, los miembros del grupo en la proa del acorazado abordarán sus A.I.S.<br><br>¿Desactivar equipo de abordaje A.I.S.?"""
BhMultiBossMessageExc#0,"""Equipo de abordaje de A.I.S. activado.<br>Después de 30 segundos, los miembros del partido en la proa del acorazado abordarán sus A.I.S.<br><br>Desactivar equipo de abordaje de A.I.S."""
BhMultiBossRemove#0,"""Desactivar equipo de abordaje A.I.S."""
BhMultiBossStart#0,"""Preparativos completados. Activar."""
DBMultiBossGoto#0,"""Preparando la transferencia. Por favor, reúnanse en el área de transferencia en los próximos 30 segundos."""
DBMultiBossGotoExc#0,"""Preparando transferencia. Por favor, reúnanse en la zona de transferencia en los próximos 30 segundos."""
DBMultiBossStart#0,"""Preparativos completados. Iniciando."""
DBBootup#0,"""¿Quieres empezar la batalla contra la [Oscuridad Primordial]?"""
DBMultiBossMessage#0,"""La transferencia ha comenzado.<br>Todos los miembros cercanos al dispositivo de transferencia serán transferidos en breve.<br><br>¿Desea abortar la transferencia?"""
DBMultiBossMessageExc#0,"""La transferencia ha comenzado.<br>Todos los miembros cercanos al dispositivo de transferencia serán transferidos en breve.<br><br>¿Desea abortar la transferencia?"""
DBMultiBossRemove#0,"""Abortar transferencia"""
DFMultiBossStart#0,"""Iniciando"""
DFBootup#0,"""¿Desea comenzar la batalla final contra la [Oscuridad Primordial]? <br><yellow>※Una vez que comience este proceso, no podrá ser cancelado.<c>"""
DFSoloMultiBossStart#0,"""Todo listo. La batalla final va a comenzar."""
DFSoloBootup#0,"""¿Comienza la batalla final contra la [Oscuridad Primordial]?"""
MackMultiBossGoto#0,"""La transferencia ha comenzado.<br>Procede al dispositivo de transferencia inmediatamente."""
MackMultiBossGotoExc#0,"""La transferencia ha comenzado. <br>Pasa al dispositivo de transferencia inmediatamente."""
MackMultiBossStart#0,"""Cuenta atrás completada. Ahora transfiriendo."""
MackBootup#0,"""¿Activar teletransportador?"""
MackMultiBossMessage#0,"""Teletransportador activado.<br>Todos los miembros dentro del teletransportador serán transferidos en breve.<br><br>¿Desea desactivar el teletransportador?"""
MackMultiBossMessageExc#0,"""Teletransportador activado.<br>Todos los miembros dentro del teletransportador serán transferidos en breve.<br><br>¿Desea desactivar el teletransportador?"""
MackMultiBossRemove#0,"""Desactivar teletransportador"""
DBMultiBossGotoSt#0,"""Por favor, espere"""
DBMultiBossMessageSt#0,"""¿Quieres volver?"""
DFSoloMultiBossMessageExc#0,"""Empezando los preparativos.<br>La batalla final empezará pronto.<br><br>¿Quieres volver?"""
DFSoloMultiBossRemove#0,"""Halt Preparation"""
DBBootupSt#0,"""Puedes oír una voz que te llama.<br>¿Quieres seguir la voz?"""
DBMultiBossStartSt#0,"""Encontraré el origen de la voz"""
DBMultiBossRemoveSt#0,"""Vuelve"""
DBMultiBossMessageStExc#0,"""¿Quieres volver?"""
DBMultiBossGotoStExc#0,"""Por favor, espere"""
Area_0#0,"""Minicuarto de $(0)"""
Area_1#0,"""Cuarto (A) de $(0)"""
Area_2#0,"""Cuarto (B) de $(0)"""
MyRoom_Error_UserFull#0,"""No se puede entrar en la habitación,<br>ya que está llena."""
"MyRoom_Error_NotFound,#0","""No se pudo encontrar la habitación solicitada.<br><br>[No.1042］"""
"MyRoom_Error_BlackList,#0","""No se pudo ingresar a la sala, ya que su propietario está en su lista negra."""
"MyRoom_Error_Denied,#0","""No se pudo ingresar a la habitación seleccionada.<br><br>[No.1043］"""
"MyRoom_Error_Unknown,#0","""Se produjo un error durante la entrada. No se pudo ingresar a la habitación seleccionada.<br><br>[No.1044］"""
MyRoom_Error_Exception#0,"""No puedes entrar en la habitación,<br>ya que un problema ocurrió al entrar.<br><br>[No.1045]"""
Area#1,"""Salon del Team $(0)"""
GuildRoom_Error_UserFull#0,"""No puedes entrar a la habitacion seleccionada debido a que está llena"""
"GuildRoom_Error_NotFound,#0","""No se pudo encontrar la sala del Team solicitado.<br><br>[No.1052］"""
"GuildRoom_Error_BlackList,#0","""No se pudo ingresar a la sala del Team seleccionado, ya que su propietario está en su lista negra."""
"GuildRoom_Error_Denied,#0","""No se pudo ingresar a la sala del Team seleccionado.<br><br>[No.1053］"""
"GuildRoom_Error_Unknown,#0","""Un error le impidió entrar en<br>el team room seleccionado.<br><br>[No.1054］"""
GuildRoom_Error_Exception#0,"""Un error le impidió entrar en<br>el team room seleccionado.<br><br>[No.1055］"""
TeamBoost_MainForm_Title#0,"""Arbol de photones"""
TeamBoost_MainForm_Item_Effect#0,"""Obtener efecto Photon"""
TeamBoost_MainForm_Item_Treat#0,"""Dar agua photonica"""
TeamBoost_MainForm_Item_Grow#0,"""Hacer crecer el arbol"""
TeamBoost_MainForm_Item_GrowCheck#0,"""Confirmar crecimiento del arbol"""
TeamBoost_MainForm_Item_EffectCheck#0,"""Verificar Support Photons"""
TeamBoost_EffectForm_Title#0,"""Selecciona un efecto"""
TeamBoost_EffectForm_Tag_Name#0,"""Nombre de efecto"""
TeamBoost_EffectForm_Tag_Effect#0,"""Efecto"""
TeamBoost_EffectForm_Percentage#0,"""$(0)%"""
TeamBoost_EffectForm_Time#0,"""$(0) horas"""
TeamBoost_EffectForm_PercentageLV#0,"""En ( $(0)%, Nv. $(1) )"""
TeamBoost_EffectForm_TimeLV#0,"""Nv. $(1) ($(0) horas)"""
TeamBoost_EffectForm_AttackUp#0,"""Aumento de ataque"""
TeamBoost_EffectForm_DefenceUp#0,"""Aumento de defensa"""
TeamBoost_EffectForm_ExpUp#0,"""Aumento de experiencia"""
TeamBoost_EffectForm_MesetaUp#0,"""Aumento de mesetas"""
TeamBoost_EffectForm_RareDropUp#0,"""Aumento de Rare Drop"""
TeamBoost_EffectForm_BoostUp#0,"""Photon Occurrence Rate"""
TeamBoost_EffectForm_ContinueTime#0,"""Photon Occurrence Duration"""
TeamBoost_EffectMessage#0,"""Obtuviste el efecto [$(0)]."""
TeamBoost_TreatForm_Title#0,"""Dar agua photonica"""
TeamBoost_TreatForm_Tag_Value#0,"""Cantidad"""
TeamBoost_TreatForm_Tag_Point#0,"""Valor en PT"""
TeamBoost_TreatForm_Water_Full#0,"""¡Hasta el tope!"""
TeamBoost_TreatForm_Water_High#0,"""Ampliamente"""
TeamBoost_TreatForm_Water_Medium#0,"""Moderadamente"""
TeamBoost_TreatForm_Water_Low#0,"""Escasamente"""
TeamBoost_TreatForm_Water_Min#0,"""Unas cuantas gotas"""
TeamBoost_TreatForm_Water_Full_Message#0,"""Daras $(1) puntos de Team por darle<br>agua photonica hasta el tope.<br>( Puntos actuales： $(0) PT )<br>¿Estas seguro?"""
TeamBoost_TreatForm_Water_High_Message#0,"""Daras $(1) puntos de Team por darle<br>ampliamente agua photonica.<br>( Puntos actuales： $(0) PT )<br>¿Estas seguro?"""
TeamBoost_TreatForm_Water_Medium_Message#0,"""Daras $(1) puntos de Team por darle<br>una cantidad moderada de agua photonica.<br>( Puntos actuales： $(0) PT )<br>¿Estas seguro?"""
TeamBoost_TreatForm_Water_Low_Message#0,"""Daras $(1) puntos de Team por darle<br>escasamente agua photonica.<br>( Puntos actuales： $(0) PT )<br>¿Estas seguro?"""
TeamBoost_TreatForm_Water_Min_Message#0,"""Daras $(1) puntos de Team por darle<br>unas cuantas gotas de agua photonica.<br>( Puntos actuales： $(0) PT )<br>¿Estas seguro?"""
TeamBoost_TreatForm_Water_Message#0,"""Le distes al arbol agua photonica $(0)"""
TeamBoost_GrowForm_Title#0,"""Escoje el efecto a mejorar"""
TeamBoost_GrowForm_Tag_Name#0,"""Nombre del efecto"""
TeamBoost_GrowForm_Tag_Grow#0,"""Al mejorar el efecto"""
TeamBoost_GrowForm_Tag_TeamPoint#0,"""Valor en puntos del Team"""
TeamBoost_GrowForm_PercentageLV#0,"""Nv. $(1) ( $(0)% )"""
TeamBoost_GrowForm_TimeLV#0,"""Nv. $(1)($(0) horas)"""
TeamBoost_GrowForm_Grow_Check_Message#0,"""Daras $(2) PT para<br>incrementar el $(0).<br>( Puntos actuales: $(1) PT )<br>¿Quieres continuar?"""
TeamBoost_GrowForm_Grow_Message#0,"""El bono del arbol 「$(0)」 ha sido mejorado."""
TeamBoost_Error_Unknown#0,"""Se ha producido un error, so your<br>selection was cancelled.<br>Please wait a few moments and try again.<br><br>[No. 1049]"""
TeamBoost_Error_NotMember#0,"""Tienes que ser un miembro del Team<br>para usar está funcion.<br>Por favor confirma tu afiliacion al Team."""
TeamBoost_Error_NoPrivilege#0,"""Tu rango debe ser Moderador o superior<br>para usar está funcion.<br>Por favor confirma tu rango actual."""
TeamBoost_Error_LevelMismatch#0,"""Otros miembros del equipo pueden haber<br>subido el nivel del objeto seleccionado.<br>Por favor, comprueba su nivel actual."""
TeamBoost_Error_Water_Max#0,"""Esto superará el límite de Agua Fotónica.<br><br>Por favor, comprueba el estado del Árbol Fotónico,<br>es posible que un compañero de equipo ya le haya<br>dado Agua Fotónica."""
TeamBoost_Error_NotEnough#0,"""Puntos de Team Insuficientes.<br>verificalos por favor."""
TeamBoost_Error_PortError#0,"""Se ha producido un error, así que<br>su seleccion ha<br>sido cancelada.<br>Por favor, espera un poco e intentalo de nuevo.<br><br>[No. 1050]"""
TeamBoost_Error_DontHave#0,"""El efecto de Support Photon seleccionado no está disponible.<br>Confirme sus efectos de Support Photon."""
TeamBoost_Error_NotHappen#0,"""No se puede activar el efecto del Support Photon.<br>Confirme sus efectos de Support Photon activos."""
TeamBoost_Error_Unexpected#0,"""Se ha producido un error,<br>por lo que se canceló su selección.<br>Espere un momento e inténtelo de nuevo.<br><br>[No. 1051]"""
TeamBoost_end#0,"""El efecto support Photon a expirado."""
Msg_Accept#0,"""-"""
CharaSelectFormTitle#0,"""Ordenes aceptadas"""
SelectAllAccepted#0,"""Ordenes de todos los clientes"""
SelectDailyAccepted#0,"""Ordenes diarias"""
SelectGuildAccepted#0,"""Ordenes del Team"""
OrderSelectTitle#0,"""Ordenes de clientes"""
OrderNone#0,"""No hay ordenes de clientes"""
SortAsDefault#0,"""Ordenar por defecto"""
SortAsAccept#0,"""Ordenes aceptadas"""
SortAsNew#0,"""Ordenes no aceptadas"""
SortAsClear#0,"""Ordenes completadas"""
FilterAll#0,"""$(0). Mostrar todos"""
FilterForest#0,"""$(0). Bosque"""
FilterLaveCave#0,"""$(0). Volcan"""
FilterDesert#0,"""$(0). Desierto"""
FilterSnowMountain#0,"""$(0). Tundra"""
FilterTunnel#0,"""$(0). Tuneles"""
FilterFly#0,"""$(0). Skyscape"""
FilterRuins#0,"""$(0). Ruinas"""
FilterDragon#0,"""$(0)．Santuario"""
FilterCity#0,"""$(0)．Area urbana"""
FilterOther#0,"""$(0)．Otros"""
FilterCity_vitacbt#0,"""$(0)．Area urbana"""
FilterOther_vitacbt#0,"""$(0)．Otros"""
FilterCoast#0,"""$(0)．Costa"""
FilterMine#0,"""$(0). Cantera"""
FilterSeafloor#0,"""$(0)． Lecho marino"""
FilterCastleTown#0,"""$(0)．白ノ領域"""
FilterWopal3#0,"""$(0). Instalaciones"""
FilterCastleTown2#0,"""$(0). Kuron"""
FilterTokyo#0,"""$(0). Tokyo"""
FilterLasVegas#0,"""$(0). Las Vegas"""
FilterUltForest#0,"""$(0). Área corrupta: Bosque"""
FilterUltTunnel#0,"""$(0). Área corrupta: Tuneles"""
FilterUltLavaCave#0,"""$(0). Área corrupta: Volcan"""
FilterGlassland#0,"""$(0)．Praderas"""
FilterWasteland#0,"""$(0)．Yermo"""
FilterEnchantingForest#0,"""$(0). Enchanted Forest"""
FilterOmega#0,"""$(0). Another World Omega"""
OrderClear_Client#0,"""Ordenes de cliente"""
OrderClear_Matter#0,"""MATTER ORDER"""
OrderClear_Daily#0,"""DAILY ORDER"""
OrderClear_Guild#0,"""TEAM ORDER"""
CheckAccept#0,"""¿Quieres aceptar está orden?"""
CheckReject#0,"""¿Quieres abandonar está orden?"""
CheckReward#0,"""¿Quieres entregar está orden?"""
DisableReject#0,"""No puedes abandonar ordenes cuando estas en misiones."""
Toast_Message_No_Order#0,"""No tienes ordenes."""
List_Message_Connection#0,"""Por favor espere un momento"""
Chara_OrderNum#0,"""Aceptado $(0)"""
Chara_Accepted#0,"""-"""
PropertyTitle#0,"""Info. de la orden del cliente"""
Property_ClientName#0,"""Nombre del cliente"""
Property_OrderName#0,"""Order Name"""
Property_Reward#0,"""Recompensa al completar"""
Property_Explanation#0,"""Datos de la orden"""
Property_Target#0,"""Objetivo"""
Property_Delivery#0,"""Items to deliver"""
Property_TargetNum1#0,"""x"""
Property_TargetNum2#0,"""$(0)/"""
Property_Cross#0,"""x"""
Property_Meseta#0,"""Meseta"""
Property_Exp#0,"""EXP"""
Property_ExpMax#0,""" (Max$(0))"""
Property_GuildExp#0,"""Team Points"""
Property_QuesrClear#0,"""Completar #"""
Property_EnemyKill#0,"""Derrotar #"""
Property_GuildExpLeast#0,"""Te quedan por recibir $(0) PT está semana."""
Property_Info#0,"""Las recompensas aumentan proporcionalmente."""
Property_Item#0,"""OBjeto"""
Item_Detail_Title#0,"""Detalles de objeto"""
OrderSelectTitle_Daily#0,"""Seleccionar orden diaria"""
OrderNone_Daily#0,"""No hay órdenes diarias"""
PropertyTitle_Daily#0,"""Detalles del pedido diario"""
Item_Deliver_Title#0,"""Entrega de artículos"""
Item_Deliver#0,"""Por favor ingrese la cantidad de $(0).<br>A entregar: $(1)"""
Item_Delivers#0,"""Por favor ingrese la cantidad de objetos.<br>A entregar: $(0)"""
Item_Deliver_Exp#0,"""EXP adquirida: $(0)"""
Item_Deliver_Meseta#0,"""Meseta: $(0)"""
item_Deliver_GuildExp#0,"""TP rewarded: $(0)"""
item_Deliver_Layout#0,"""($(0)\u3000$(1))"""
OrderType_Daily#0,"""Ordenes Diarias"""
OrderType_Team#0,"""Ordenes de Team"""
GuildOrder_Janitor#0,"""Asesor del Team"""
DailyOrder_Janitor#0,"""Admin. de ordenes diarias"""
OrderPanelName_Vita#0,"""Order Client"""
OrderPanelNum_Vita#0,"""Aceptado"""
Chara_OrderNum_Vita#0,"""$(0)"""
Yellow#0,"""<yellow>$(0)<c>"""
Red#0,"""<red>$(0)<c>"""
Premium#0,"""While Premium Active"""
Divide#0,"""$(0)/$(1)"""
Count#2,"""$(0)"""
CurrentNum#0,"""($(0)/$(1))"""
CurrentNum_Equal#0,"""(<c ff9c70>$(0)/$(1)<c>)"""
CurrentNum_Over#0,"""(<c ff0000>$(0)/$(1)<c>)"""
DictatePartner#0,"""Issue Search Orders"""
OrderSelect#0,"""Seleccionar orden(es) del cliente"""
PartnerStart#0,"""Salida"""
PartnerCancel#0,"""Cancelar órdenes de búsqueda"""
PartnerOrderCount#0,"""$(0) pedidos"""
TitleOrder#0,"""Pedidos de clientes"""
ListAccept#0,"""Pedidos aceptados"""
ListRecommended#0,"""Pedidos recomendados para la búsqueda aceptada"""
ListAll#0,"""Pedidos de clientes de todos"""
ListPossible#0,"""Pedidos de clientes para el campo de la búsqueda actual"""
Accept#0,"""Aceptar pedidos"""
Select#0,"""Seleccionar Múltiple"""
Title#12,"""Estado básico"""
Decide#0,"""Enviar"""
Message#1,"""Por favor, introduzca su contraseña.<br><br>Utilice el menú Almacenamiento del sistema dentro de Almacenamiento de la colección para recoger sus artículos.<br><br><yellow>※Si introduce incorrectamente el código más<br> de 10 veces, no podrá utilizarlo hasta el próximo mantenimiento.<c>"""
Message_v#1,"""Por favor, introduzca su contraseña.<br><br>Utilice el menú Almacenamiento del sistema dentro de Almacenamiento de la colección para recoger sus artículos.<br><br><yellow>※Si introduce incorrectamente el código más<br> de 10 veces, no podrá utilizarlo hasta el próximo mantenimiento.<c>"""
ItemGetMessage#0,"""Obtuviste $(0)."""
ItemGetMessage_Num#0,"""Adquiriste $(0) ×$(1)."""
ItemGetMessage_Red#0,"""Adquiriste <light_red2>$(0)<c>."""
ItemGetMessage_Red_Num#0,"""Adquiriste <light_red2>$(0)x$(1)<c>."""
ErrorItemGetMessage#0,"""Artículos canjeados."""
ErrorItemCodeMessage#0,"""El código del artículo introducido es incorrecto.<br>Por favor, vuelva a comprobar el código e inténtelo de nuevo."""
ErrorServerMessage#0,"""No se ha podido canjear el artículo.<br><br>[No.1046]"""
ErrorItemCodeLenMessage#0,"""El código del artículo que ha introducido es demasiado corto. Por favor, introduzca los 16 caracteres e inténtelo de nuevo."""
ErrorItemCodePeriodMessage#0,"""No ha podido recibir los artículos porque el código del artículo no es válido.<br><br>Por favor, compruebe el periodo de validez de su código de campaña."""
ErrorItemCodeSpentMessage#0,"""Este código de artículo ya ha sido utilizado."""
ErrorItemCodeLimitOverMessage#0,"""Ha intentado introducir demasiados códigos incorrectos sucesivamente.<br><br>No puede introducir más códigos hasta después del próximo mantenimiento programado."""
ErrorItemCodeMultiOverMessage#0,"""Un artículo de tu inventario supera su límite de carga.<br><br>No puedes canjear artículos con este código."""
ErrorItemCodeSpentCIIDMessage#0,"""Ya has canjeado los artículos."""
Hint#1,"""<c f0df60>Aquí puedes obtener artículo(s) introduciendo códigos de artículo de 16 caracteres.<c>"""
SendTitle#1,"""Enviar un agradecimiento"""
Decide#1,"""Enviar"""
Message#2,"""Enviando un agradecimiento (Good Job).<br><br>Puedes agregar un comentario a cambio de recivir mas<br>Fun por el agradecimiento!<br>※ Solo puedes obtener FUN usando agradecimientos 10 veces por dia, y una vez por dia por cada persona.<br>※ Limites diarios no aplican para el actual FUN.<br><br>"""
Message_reb#0,"""Enviar un Good Job?<br><br>Puedes añadir un comentario a tu Good Job.<br>(Puedes revisar los comentarios que has enviado a través del Historial de Comunicaciones)"""
