YesText#0,"""Yes"""
PpHealRateMove#0,"""PP Recovery Rate"""
PpHealRateNoMove#0,"""Hold Position Rate"""
HpGain#0,"""HP Recovery"""
HpGainMax#0,"""Max Recovery"""
hitcount#0,"""Hits"""
PetDamageReductionRate#0,"""Reduction Rate (Pets)"""
PetStandDamageRate#0,"""Damage Spread Rate"""
PPConversionRate#1,"""Conversion Rate"""
CriticalConversionRate#0,"""Critical Rate Conversion"""
CriticalConversionRateMax#1,"""Max Crit Rate"""
CriticalAtpRate#0,"""Crit Damage Conversion"""
CriticalAtpRateMax#1,"""Max Crit Damage"""
AtpRateBoss#0,"""Boss Damage"""
AtpRateShield#0,"""Shield Damage"""
DamageReductionRateHate#0,"""Defender Reduction Effect"""
HpRecoveryEffectRateSelf#0,"""Self Recovery Amount"""
HpRecoveryEffectRateOther#0,"""Others Recovery Amount"""
AtpRateHateTarget#0,"""Hate Power Multiplier"""
AtpRateDefenderHateTarget#0,"""Defender Reduction Effect"""
AttackHateRate#0,"""Attack Hate Rate Boost"""
CorrectionRate#0,"""Gain Increase Rate"""
GpVillainGainRate#0,"""Gear Increase Rate"""
NonChargeAtpRate#0,"""Uncharged Power"""
ChargeAtpRate#0,"""Charge Power"""
GpGainRate#0,"""Gear Gain"""
CorrectionDownRate#0,"""Value Down Rate"""
VillainPPAttackHealRate#0,"""ATK PP Recovery"""
VillainPPAutoHealRate#0,"""PP Recovery Rate"""
VillainDecreaseGearRate#0,"""Gear Consumption"""
VillainStepTimeExtend#0,"""Invincibility Extension"""
PpMaxUp#0,"""Max PP"""
AddReductionRate#0,"""Reduction Rate"""
MaxReductionRate#0,"""Maximum Rate"""
DecreasePerSecReductionRate#0,"""Rate per/s"""
RecastTime#0,"""Cooldown"""
ItemHealRate#0,"""HP Recovery Rate"""
DecreaseRecoveryRate#0,"""Recovery Reduction Rate"""
MaxRecoveryRate#0,"""Max HP Recovery Rate"""
IncreasePerSecRecoveryRate#0,"""HP per/s Rate"""
CountArts#0,"""Duration"""
SameArts#0,"""Rate Limit"""
IntensiveDecrease#0,"""Power Reduction"""
AddIntensive#0,"""Power Increase"""
StockNum#0,"""Stock No."""
PhDodgeCShotAtpRate#0,"""DC Shot Boost"""
AddValue#0,"""Amount Added"""
ReductionConvertRate#0,"""Conversion Reduction"""
MaxReductionConvertRate#0,"""Reduction Limit"""
HpConvertRate#0,"""HP Recovery Conversion"""
PpConvertRate#0,"""PP Recovery Conversion"""
PpAutoHealRate#0,"""Auto PP Recovery Amount"""
DamageResist#0,"""Damage Reduction"""
IncreaceRate#0,"""Gauge Fill Rate"""
PpAtkRate#0,"""Attack PP Recovery"""
PpNaturalRate#0,"""PP Regeneration"""
PPDownRate#0,"""Cost Decrease Rate"""
PPDownMaxRate#0,"""Maximum Cost Decrease"""
BartaNumberRequiredLevel1#0,"""No. Required (Stage 1)"""
BartaNumberRequiredLevel2#0,"""No. Required (Stage 2)"""
AtpRateForDisplay#0,"""威力"""
AtpRateFinishKatana#0,"""カタナフィニッシュ威力"""
AtpRateFinishBow#0,"""バレットボウフィニッシュ威力"""
AtpRateFinishFomelgion#0,"""フォメルギオン威力"""
AtpRateFinishBarantsion#0,"""バーランツィオン威力"""
AtpRateFinishZandion#0,"""ザンディオン威力"""
PetGearStockMax#0,"""最大ストック数"""
PetGearBaseRate#0,"""ギアゲージ上昇率"""
PetGearMaxRate#0,"""ギアゲージ上昇率上限"""
SkillRateMain#0,"""発動確率(メイン)"""
SkillRateSub#0,"""発動確率(サブ)"""
SkillRate#0,"""発動確率"""
DamageThreshold#0,"""発動ダメージ量"""
HPThreshold#0,"""発動HP"""
HoTRateMain#0,"""HP継続回復率(メイン)"""
HoTRateSub#0,"""HP継続回復率(サブ)"""
TaktWAStrikeAtp0#0,"""威力(蓄積なし)"""
TaktWAStrikeAtp1#0,"""威力(１段階目)"""
TaktWAStrikeAtp2#0,"""威力(２段階目)"""
TaktWAStrikeNumRequired1#0,"""必要回数(１段階目)"""
TaktWAStrikeNumRequired2#0,"""必要回数(２段階目)"""
HpIncrease#0,"""増加HP"""
AddHpHealRate#0,"""HP回復率"""
VelocityRate#0,"""移動速度"""
AddPpHealRate#0,"""PP回復率"""
JumpRate#0,"""ジャンプ力"""
AttackPbHeal#0,"""PBゲージ上昇量"""
NaturalPbHeal#0,"""PBゲージ上昇量"""
CriticalRateIncrease#0,"""クリティカル率上昇量"""
PpIncrease#0,"""増加PP"""
AnimSpeedLv1#0,"""101チェイン以上時攻撃速度"""
AnimSpeedLv2#0,"""121チェイン以上時攻撃速度"""
AnimSpeedLv3#0,"""141チェイン以上時攻撃速度"""
ShieldCountMain#0,"""シールド耐久回数(メイン)"""
ShieldCountSub#0,"""シールド耐久回数(サブ)"""
JellenRateFrail1#0,"""威力(1段階)"""
JellenRateFrail2#0,"""威力(2段階)"""
ChainCountMax#0,"""最大チェイン数"""
ChainFinishAtpRate#0,"""チェインフィニッシュ初期威力"""
AtpRatePerChain#0,"""1チェインあたりの威力上昇量"""
ChargeGuardRecast#0,"""ゲージ蓄積リキャスト"""
RestaHealRate#0,"""レスタサイン回復威力"""
GearAtpRate#0,"""1段階毎の威力上昇量"""
GearPpUse#0,"""1段階毎のPP消費軽減量"""
GearPPRecoverValue#0,"""1段階毎の攻撃時PP回復量"""
GearRecoveryRateMain#0,"""ギアゲージ上昇率(メイン)"""
GearRecoveryRateSub#0,"""ギアゲージ上昇率(サブ)"""
GearPpRecoveryMain#0,"""1段階毎のPP回復率(メイン)"""
GearPpRecoverySub#0,"""1段階毎のPP回復率(サブ)"""
CriticalRateMain#0,"""クリティカル率上昇量(メイン)"""
CriticalRateSub#0,"""クリティカル率上昇量(サブ)"""
AtpRateFinish#0,"""フィニッシュ威力"""
GearBoostRate#0,"""ギアゲージ上昇率"""
TotalLimit#0,"""上限"""
KamaitachiRateDeadly#0,"""蓄積率(デッドリー)"""
TimeDeadly#0,"""効果時間(デッドリー)"""
KamaitachiRateEnhance#0,"""蓄積率(スパイラル)"""
TimeEnhance#0,"""効果時間(スパイラル)"""
ChainPPGain1#0,"""99チェイン以下時回復量"""
ChainPPGain2#0,"""119チェイン以下時回復量"""
ChainPPGain3#0,"""149チェイン以下時回復量"""
ChainPPGain4#0,"""150チェイン時回復量"""
DownRateMain#0,"""ダウン時威力(メイン)"""
DownRateSub#0,"""ダウン時威力(サブ)"""
DownPPRateMain#0,"""ダウン時PP回復率(メイン)"""
DownPPRateSub#0,"""ダウン時PP回復率(サブ)"""
ChaseRecast#0,"""追加攻撃のリキャスト"""
OverHeatAtpRate#0,"""1段階毎の威力"""
OverHeatRegainRate#0,"""1段階毎のHP回復率"""
ScytheMarkerDamageReduction#0,"""1段階毎の被ダメージ率"""
MARSGaugeAdd#0,"""M.A.R.S.稼働時間延長"""
DispAtp15Rate#0,"""威力"""
DispAtp16Rate#0,"""威力(一部エネミー時)"""
MoveSpeedRate#0,"""移動速度上昇率"""
SupportAttackRecast#0,"""支援攻撃間隔"""
PowerTime#0,"""強化必要時間"""
MaxHpIncreaseRate#0,"""最大HP上昇率"""
MaxPpIncreaseRate#0,"""最大PP上昇率"""
ScytheMarkerDamageReductionLv1#0,"""被ダメージ率(1段階)"""
ScytheMarkerDamageReductionLv2#0,"""被ダメージ率(2段階)"""
MaxPpIncreaseValue#0,"""最大PP上昇量"""
Message#0,"""Observe the event using <%Access>!"""
Message_v#0,"""Tap the screen to observe the event!"""
Male#0,"""Dinar"""
brigitta#0,"""Brigitta"""
Message_Live#0,"""Switch camera with <%Access>"""
Message_v_Live#0,"""Touch to change camera"""
Message_v_MovieOnly#0,"""Tap the screen to observe the event!"""
AutoWordTypeTrialStart#0,"""Trial: Join"""
AutoWordTypeTrialSuccess#0,"""Trial: Successful"""
AutoWordTypeTrialFailure#0,"""Trial: Failure"""
AutoWordTypeFastTravelStart#0,"""Fast Travel: Start"""
AutoWordTypeFastTravelEnd#0,"""Fast Travel: End"""
AutoWordTypePhotonDash#0,"""Photon Dash"""
AutoWordTypePhotonDashAttack#0,"""Dash Attack"""
AutoWordTypePhotonGlide#0,"""Photon Glide"""
AutoWordTypeGlideAttack#0,"""Dive Attack"""
AutoWordTypeWeaponAction#0,"""Weapon Action"""
AutoWordTypeGetGathering#0,"""Gathering Material"""
MenuButtonShortcut#0,"""Shortcut Words"""
MenuButtonAuto#0,"""Autowords"""
MenuButtonBack#0,"""Return"""
MenuButtonGroupChat#0,"""Group Chat"""
MenuButtonDenySettings#0,"""Reject Group Invite settings"""
MenuBuringTransmission#0,"""Communicating..."""
TitleAutoWordEdit#0,"""Enter contents"""
PictSignCircle#0,"""Simple Input <pict Sign_CIRCLE>"""
PictSignTriangle#0,"""Detailed Input <pict Sign_TRIANGLE>"""
ShortcutWordEdit#0,"""Edit Shortcut Words"""
AutoWordEdit#0,"""Edit Autowords"""
ShortcutWordHint#0,"""Shortcut $(0)"""
ShortcutWordHintAndCommand#0,"""Shortcut $(0) (/s$(1))"""
AutoWordAddButtonText#0,"""Add message"""
AutoWordAddButton#0,"""+"""
AutoWordRemoveButton#0,"""-"""
AutoWordCategoryEvent#0,"""Event"""
AutoWordCategoryMember#0,"""Member"""
AutoWordCategoryAction#0,"""Action"""
AutoWordCategoryOther#0,"""Other"""
AutoWordTypeMissionStart#0,"""On Quest Start"""
AutoWordTypeMissionClear#0,"""On Quest Clear"""
AutoWordTypeIncidentStart#0,"""On E-Trial Happening"""
AutoWordTypeIncidentSuccess#0,"""On E-Trial Completion"""
AutoWordTypeIncidentFailure#0,"""On E-Trial Failure"""
AutoWordTypePseStart#0,"""On PSE Triggering"""
AutoWordTypePseLevelup#0,"""On PSE Leveling Up"""
AutoWordTypePseBurst#0,"""On PSE Burst"""
AutoWordTypePseClimax#0,"""Upon Reaching a PSE Climax"""
AutoWordTypeMissionReceive#0,"""Upon Accepting a Quest"""
AutoWordTypeMissionJoin#0,"""Upon Joining a Quest in Progress"""
AutoWordTypeLevelupSelf#0,"""Upon Yourself Leveling Up"""
AutoWordTypeLevelupFriend#0,"""Upon Another Leveling up"""
AutoWordTypeDeath#0,"""On Incapacitation"""
AutoWordTypeRevival#0,"""On Revival"""
AutoWordTypePinch#0,"""Upon The Verge of Incapacitation"""
AutoWordTypeHp30#0,"""On HP Under 30%"""
AutoWordTypeHp10#0,"""On HP Under 10%"""
AutoWordTypeThankHeal#0,"""When Healed by Someone"""
AutoWordTypeThankAssist#0,"""When Supported by Someone"""
AutoWordTypeUseHealItem#0,"""On Using Healing Items"""
AutoWordTypeGetRareItemSelf#0,"""Collected Rare Item"""
AutoWordTypeGetRareItemFriend#0,"""Friend Collected Rare Item"""
AutoWordTypeDamageSmall#0,"""Upon Receiving a Little Damage"""
AutoWordTypeDamageMiddle#0,"""Upon Receiving Moderate Damage"""
AutoWordTypeDamageLarge#0,"""Upon Receiving Heavy Damage"""
AutoWordTypeAttack#0,"""Normal Attacks"""
AutoWordTypePhotonArts#0,"""Photon Arts"""
AutoWordTypeJustGuard#0,"""Upon Successfully Just Guarding"""
AutoWordTypeAvoid#0,"""Upon Using An Evasive Action"""
AutoWordTypeSkill#0,"""Upon Using A Skill"""
AutoWordTypeGetKey#0,"""On Collecting a Key"""
AutoWordTypeReleaseLock#0,"""Upon Releasing a Lock"""
AutoWordTypeFallTrap#0,"""On Falling Into a Trap"""
AutoWordTypeRescueTrapSelf#0,"""On Being Saved From a Trap"""
AutoWordTypeRescueTrapFriend#0,"""On Saving Another From a Trap"""
AutoWordTypeTechnique#0,"""Techniques"""
AutoWordTypePhotonBlast#0,"""Activate Photon Blast"""
AutoWordTypeJoinParty#0,"""Accept Party Invitation"""
AutoWordTypeRideAIS#0,"""Boarded A.I.S."""
AutoWordTypePetGo#0,"""Pet Normal Attacks"""
AutoWordTypePetPa#0,"""Pet Photon Arts"""
ErrorTitle#0,"""Acquiring Message Data"""
ErrorMessage#0,"""Failed to acquire data.<br>Please wait a little while,<br>then open the window again.<br>[No.1103]"""
ShortcutWordEditDetail#0,"""Editing $(1) $(0)"""
AutoWordEditDetail#0,"""Editing $(0) $(1)"""
WinPoseTitle#0,"""Choose a Pose"""
WinExpressionTitle#0,"""Choose an Expression"""
WinTabPose#0,"""Type 1"""
WinTabExpression#0,"""Type 2"""
WinTitlePose#0,"""Victory Pose"""
WinTitleExpression#0,"""Victory Expression"""
WinButtonPose#0,"""Change"""
WinButtonExpression#0,"""Change"""
MenuButtonWin#0,"""Victory Pose Setting"""
WinMessage#0,"""You can select the pose and expression to be used<br>after defeating certain special enemies.<br>※The pose will stop when it pauses in the preview."""
WinLobbyActionNoneTitle#0,"""Victory Pose Setting"""
WinLobbyActionNoneMessege#0,"""The selected Lobby Action cannot<br>be used because it hasn't been registered yet."""
NameChange#0,"""Name Change"""
ShortcutWordNameFormat#0,"""$(1). $(0)"""
ShortcutWordName_Text#0,"""Enter and save a name for<br>the selected shortcut page."""
ShortcutWordName_Default#0,"""Shortcut Words $(0)"""
GroupChatList#0,"""Group List"""
GroupChatDenySettings#0,"""Settings"""
GroupChatNumber#0,"""Join Date"""
GroupChatCreateNew#0,"""Create a Group"""
GroupChatNewNumber#0,"""No. of Invites"""
GroupChatNewTitle#0,"""Create a Group"""
GroupChatName#0,"""Group Name"""
GroupChatComment#0,"""Group Topic"""
GroupChatYes#0,"""Invite"""
GroupChatNo#0,"""Cancel"""
GroupChatEditTitle#0,"""Edit Group Settings"""
GroupChatEditName#0,"""Group Name"""
GroupChatEditComment#0,"""Group Topic"""
GroupChatEditYes#0,"""Edit Group Topic"""
GroupChatEditNo#0,"""Cancel"""
GroupChatEntertainTitle#0,"""$(0)への招待"""
GroupChatEntertainYes#0,"""Invite"""
GroupChatEntertainNo#0,"""Cancel"""
GroupChatEntertainSend#0,"""招待を送る人数："""
GroupChatEntertainNumber#0,"""$(0)人"""
GroupChatParticipant#0,"""Members"""
GroupChatParticipantName#0,"""Group Name"""
GroupChatParticipantComment#0,"""Group Topic"""
GroupChatParticipantBack#0,"""Return"""
GroupChatParticipantYes#0,"""Join"""
GroupChatDenySettingsTitle#0,"""Group Chat Settings"""
GroupChatDenyCheckBox#0,"""Reject Group Invites"""
GroupChatDenyArticle#0,"""If checked, you will not receive invites."""
GroupChatNotUseArea#0,"""Group Chats are not available in this area. """
AutoWordDetailTitle#0,"""詳細情報"""
AutoWordDetail#0,"""オートワードは、<br>初期状態では<yellow>“パーティー”<c>に向けて発信されます。<br><br>発信先のチャンネルを指定する<br>コマンドを入力することで、<br>パーティー以外にも発信することができます。<br><br>この<yellow>チャンネル指定コマンド<c>の詳細は、<br>オンラインマニュアルの<br><yellow>“チャット”<c>のページをご確認ください。"""
AutoWordTypeArsenalon#0,"""M.A.R.S.呼び出し時"""
AutoWordTypeArsenaloff#0,"""M.A.R.S.装備解除時"""
Title#7,"""Basic Quest Info"""
QuestName#0,"""Quest Name"""
QuestTarget#0,"""Quest Objective"""
Trial#0,"""E-Trial '$(0)'"""
Rank#0,""" ($(0))"""
Count#1,"""($(1): +$(0))"""
NowCount#0,"""(Current: +$(0))"""
FloorCount#0,"""(Stage $(0))"""
FloorOrder#0,"""Stage Order"""
NumberParticipants#0,"""Quest Participants"""
HighScorePoint#0,"""$(0) pt"""
TitleHighScore#0,"""High Score"""
SinglePartyArea#0,"""Single Party Area"""
MultiPartyArea#0,"""Multi Party Area"""
NoEntry#0,"""No Entry"""
NextArea#0,"""To Next Area"""
Campship#1,"""To Campship"""
BonusMap#0,"""????"""
Amusement#0,"""To Casino Area"""
BridgeWrongWay#0,"""No Entry"""
Bridge#0,"""To Bridge"""
ShopAndGate#0,"""To Other Areas"""
NextMission#0,"""To Next Mission"""
IntervalArea#0,"""To Interval Area"""
Cafe#0,"""To Franca's Cafe"""
AmAndCafe#0,"""To Other Areas"""
PokaLobby#0,"""Return to Battle Lobby without a rematch"""
ReturnWithoutCampship#0,"""Return"""
EvacuationDummy#0,"""Evacuation Transfer Device"""
Block#0,"""Move Blocks"""
ShopArea#0,"""To Shop Area"""
GateArea#0,"""To Gate Area"""
PSE_Messeage#0,"""PSE Burst Chance!"""
Title#8,"""Nearby Characters"""
Back#1,"""Return"""
Charaname#0,"""Character Name"""
Mainclass#0,"""Main Class"""
OperationGuide#0,"""Select: <%Decide>\u3000Return: <%Cancel>"""
Title#9,"""Class Counter"""
MainClass#0,"""Main Class"""
SubClass#0,"""Subclass"""
Class#1,"""Class"""
MainClassSelect#0,"""Select Main Class"""
SubClassSelect#0,"""Select Subclass"""
ClassSelect#0,"""Select Class"""
SkillTree#0,"""Skill Tree"""
SkillTreeConfig#0,"""Learn Class Skills"""
SkillTreeSelect#0,"""Select Skill Tree"""
ClassChangeTitle#0,"""Change Class"""
AutoSkillTreeConfig#0,"""Recommended"""
ClassLevel#2,"""Lv.(MAX)"""
SkillTreeConfirmTitle#0,"""Confirm Skills"""
MainClassChangeMessage#0,"""Changing main class to $(0) Lv.$(1).<br>Is that okay?"""
MainClassChangeSuccess#0,"""Main Class changed."""
SubClassChangeMessage#0,"""Choosing to subclass with $(0) Lv.$(1).<br>If you choose to do so, you will gain...<br><br>\u3000・a portion of its stats.<br>\u3000・its skills.<br>\u3000・its PAs/Techniques.<br><br>Continue?"""
SubClassChangeMessageVillain#0,"""Choosing to subclass with $(0) Lv.$(1).<br>If you choose to do so, you will gain...<br><br>\u3000・a portion of its stats.<br>\u3000・its skills.<br>\u3000・its Techniques.<br>\u3000<yellow>※You cannot use $(0) PAs.<c><br><br>Continue?"""
SubClassChangeMessageMaster#0,"""Choosing to subclass with $(0) Lv.$(1).<br>If you choose to do so, you will gain...<br><br>\u3000・a portion of its stats.<br>\u3000・its skills.<br>\u3000<yellow>※You cannot use $(0) PAs.<c><br><br>Continue?"""
SubClassChangeMessageSlayer#0,"""Selecting $(0) Lv.$(1) as a Subclass.<br>While as a subclass:<br><br>- A small amount of stats are added.<br>- Certain skills will be available.<br><yellow>※$(0) PAs cannot be used.<c><br><br>Continue?"""
SubClassChangeSuccess#0,"""Subclass changed."""
ClassChangeMessage#0,"""Changing class to $(0) Lv.$(1).<br>Is that okay?"""
ClassChangeSuccess#0,"""Your class has been changed."""
ClassChangeFailed#0,"""You cannot change your class now."""
ClassChangeFailMessage#0,"""You are already a $(0).<br>There is no need to change."""
MainClassChangeFailMessage#0,"""Your main class is already $(0)."""
SubClassChangeFailMessage#0,"""Your subclass is already $(0)."""
SubClassChangeWpnmanFailMessage#0,"""You cannot select a Subclass with $(0)."""
MainClassChangeWpnmanMessage#0,"""<yellow>※By selecting $(0), your Subclass will be disabled.<c>"""
MainClassChangeWpnmanFailMessage#0,"""To become a $(0), the<br>following requirements need to be met:<br><br>・ Clear Koffie's Client Order<br>\""$(0) Class Unlocking Trial\""<br><yellow>※Available when any class reaches Lv.75.<br>※Once the Client Order is cleared, you<br>will only need to do it once. Subsequent<br>characters will just need to turn the Order in.<c>"""
MainClassChangeVillainFailMessage#0,"""To become a $(0), the<br>following requirements need to be met:<br><br>・ Clear Koffie's Client Order<br>\""$(0) Class Unlocking Trial\""<br><yellow>※Available when any class reaches Lv.75.<br>※Once the Client Order is cleared, you<br>will only need to do it once. Subsequent<br>characters will just need to turn the Order in.<c>"""
MainClassChangeEtoileFailMessage#0,"""To become an $(0), the<br>following requirements need to be met:<br><br>・ Clear Koffie's Client Order<br>\""$(0) Class Unlocking Trial\""<br><yellow>※Available when any class reaches Lv.75.<br>※Once the Client Order is cleared, you<br>will only need to do it once. Subsequent<br>characters will just need to turn the Order in.<c>"""
