BlockForm_Title#0,"""ย้าย Block"""
LogAnnounce_Delete#0,"""<%Function>1. ลบ Character"""
LogRangeTab_Public_Challenge#0,"""1. พื้นที่ทั้งหมด"""
LogRangeTab_Public_Poka#0,"""1. Union"""
LogRangeTab_Group#0,"""<pict Group>5. Group"""
LogButton_ChatNG#0,"""ไม่ได้ป้อนข้อความ Chat"""
LogButton_Shortcut#0,"""<%ChatStart>รายชื่อ Shortcut"""
LogButton_Input_Party#0,"""<pict Party><pict 4space><%ChatStart><pict 4space>เปิด Chat"""
LogButton_Input_Guild#0,"""<pict Guild><pict 4space><%ChatStart><pict 4space>เปิด Chat"""
LogButton_Input_Whisper#0,"""<pict Whisper><pict 4space><%ChatStart><pict 4space>เปิด Chat"""
LogButton_ShortcutPad#0,"""<%ChatStartPad>เริ่ม Chat"""
LogButton_ShortcutPad_ooo#0,"""<pict na_view_hold>เริ่ม Chat"""
LogButton_InputPad#0,"""<%ChatStartPad>เริ่ม Chat"""
LogButton_InputPad_ooo#0,"""เริ่ม chat ด้วย <pict na_view_hold>"""
LogButton_Input_PartyPad#0,"""<pict Party><%ChatStartPad><pict 4space>เริ่ม Chat"""
LogButton_Input_GuildPad#0,"""<pict Guild><%ChatStartPad><pict 4space>เริ่ม Chat"""
LogButton_Input_WhisperPad#0,"""<pict Whisper><%ChatStartPad> เริ่ม Chat"""
LogButton_DirectChat_Party#0,"""<pict Party>โหมด Direct Chat"""
LogButton_DirectChat_Guild#0,"""<pict Guild>โหมด Direct Chat"""
LogButton_DirectChat_Whisper#0,"""<pict Whisper>โหมด Direct Chat"""
LogButton_ShortcutCloud#0,"""กด <%MainMenu> ค้างไว้เพื่อ chat"""
LogButton_InputCloud#0,"""กด <%MainMenu> ค้างไว้เพื่อ chat"""
Log_Toast_Disable_TeamChat_ChallengeShip#0,"""Team chat ไม่สามารถใช้งานได้ในขณะที่อยู่บน Shared Ship"""
Log_Toast_Disable_TeamChat_Poka#0,"""Team chat ไม่สามารถใช้งานได้ในขณะนี้"""
Log_Toast_Nouse_Poka_Whisper#0,"""Whisper chat ไม่สามารถใช้งานได้ในระหว่างการต่อสู้"""
Log_Toast_Disable_GroupChat#0,"""Group chats ต้องมีสมาชิกอย่างน้อย 2 คน"""
Log_Toast_Disable_GroupChat_NotActive#0,"""ไม่พบ Groups"""
Log_Toast_Disable_GroupChat_NotUseArea#0,"""ไม่มี Groups ที่ลงทะเบียนไว้"""
LogBoostEventInfo#0,"""ข้อมูล Event"""
ArksRanking_JoinText#0,"""ขณะนี้คุณกำลังเข้าร่วม ARKS League กรุณาตรวจสอบรายละเอียดของ event"""
ArksRanking_RewardText#0,"""<pict New>คุณมีของรางวัลที่ยังไม่ได้รับจาก ARKS League กรุณาไปพบ ARKS League Administrator"""
GuildAddContentsPointOwn#0,"""ได้รับ $(0)TP"""
GuildAddContentsPointMix#0,"""คุณได้รับ $(0)TP จากการเล่นบน Shared Ship"""
LogTitleLobbyAction_FingerSelect#0,"""Hand Pose"""
Log_ItemName#0,"""$(1)$(0)"""
LogText_Stamp#0,"""แสดง Stamp แล้ว"""
NewMail#0,"""Mail ใหม่"""
NewFriendLIst#0,"""คำขอเป็น Friend ใหม่"""
NewParty#0,"""คำเชิญเข้า Party ใหม่"""
NewTeam#0,"""คำเชิญเข้า Team ใหม่"""
NewTrade#0,"""คำขอ Trade ใหม่"""
NewPartySet#0,"""คิวสมาชิก Party ใหม่"""
NewPartySet_Count#0,""" (เหลือเวลา $(0) วินาที)"""
NewExpMail#0,"""ส่ง Mail แล้ว"""
NewExpTrade#0,"""ส่งคำขอ Trade แล้ว"""
NewExpFriendLIst#0,"""ส่งคำขอเป็น Friend แล้ว"""
NewExpParty#0,"""ส่งคำเชิญเข้า Party แล้ว"""
NewExpTeam#0,"""ส่งคำเชิญเข้า Team แล้ว"""
NewTitleParty#0,"""ตอบรับคำเชิญเข้า party"""
NewTitleFriend#0,"""ตอบรับคำขอเป็น Friend"""
NewTitleTeam#0,"""ตอบรับการชักชวนเข้า Team"""
NewTitleTrade#0,"""ตอบรับการ trade"""
NewCheckMail#0,"""ยังไม่ตัดสินใจ"""
NewCheckFriendList#0,"""$(0) ส่งคำขอเป็น Friend ถึงคุณ<br>ต้องการเปิดหน้าต่าง Friend List เพื่อตอบรับหรือไม่?<br><br>※หากเลือก ไม่ คุณสามารถตอบรับในภายหลังได้<br>โดยไปที่ Friend List ของคุณ"""
NewCheckParty#0,"""$(0) เชิญคุณเข้าร่วม party ของพวกเขา<br>ต้องการเปิดหน้าต่างเข้าร่วม Party เพื่อตอบรับหรือไม่?<br><br>※หากเลือก ไม่ คุณสามารถตอบรับในภายหลังได้<br>โดยไปที่ Party Commands"""
NewCheckTrade#0,"""$(0) ขอ trade กับคุณ ต้องการเปิดหน้าต่าง Trade หรือไม่?"""
NewCheckTeam#0,"""$(0) ได้ชักชวนคุณเข้าสู่ Team ของพวกเขา<br>ต้องการเปิดหน้าต่างสรรหาสมาชิกเพื่อตอบรับหรือไม่?<br><br>※หากเลือก ไม่ คุณสามารถตอบรับในภายหลังได้<br>โดยไปที่ Team Commands"""
PremiumEnd#0,"""Premium Set ของคุณกำลังจะหมดอายุในไม่ช้า"""
NewQuest#0,"""ยืนยัน Quest"""
NewExpQuest#0,"""ส่งคำเชิญ Quest แล้ว"""
PremiumEnd_Inventry#0,"""Premium Storage ที่ตั้งค่าเป็น 【สถานที่เก็บไอเทมที่ได้รับ】<br>ในหน้า Options ได้หมดอายุลงแล้ว"""
NewWarehouseQuest_Receive#0,"""รับของรางวัลจาก Quest Storage"""
NewWarehouseQuest_Receive_message#0,"""คุณมีไอเทมรออยู่ใน Quest Storage ก่อนที่จะเริ่ม Quest อื่น กรุณาขายทิ้งหรือย้ายไปยัง Storage อื่น"""
Unavailable_ToastMessage1#0,"""ไอเทมนี้ไม่สามารถใช้งานได้บนแพลตฟอร์มนี้"""
Unavailable_ToastMessage2#0,"""ปรับเปลี่ยนรูปลักษณ์ของไอเทมชั่วคราว เนื่องจากไม่สามารถแสดงผลบนแพลตฟอร์มนี้ได้"""
Unavailable_ToastMessage3#0,"""Lobby Action นี้ไม่สามารถใช้งานได้บนแพลตฟอร์มนี้"""
Unavailable_ToastMessage4#0,"""ไม่สามารถเลือกรูปแบบ Mag นี้ได้บนแพลตฟอร์มนี้"""
Unavailable_ToastMessage5#0,"""ปรับเปลี่ยนรูปลักษณ์ชั่วคราว เนื่องจากมีการจัดแสดงไอเทมที่ไม่สามารถแสดงผลบนแพลตฟอร์มนี้ได้"""
LineDuelBattleRequest#0,"""คำขอท้าประลอง Line Strike"""
LineDuelBattleRequest_Toast#0,"""$(0) ได้ท้าคุณเข้าสู่ Line Strike Free Battle"""
PetKind00001#0,"""Wanda"""
PetKind00002#0,"""Torim"""
PetKind00003#0,"""Cery"""
PetKind00004#0,"""Maron"""
PetKind00005#0,"""Melon"""
PetKind00006#0,"""Viola"""
PetKind00007#0,"""Rappy"""
PetKind00008#0,"""Synchro"""
PetKind00009#0,"""Jinga"""
PetKind00010#0,"""Aero"""
PetKind00011#0,"""Popple"""
PetKind00012#0,"""Redran"""
PetKind00013#0,"""Glass"""
download_progress#0,"""ความคืบหน้าการดาวน์โหลด: $(0)% (Poggers)"""
PlayGo_AreaMove_Message#0,"""การติดตั้งยังไม่เสร็จสมบูรณ์ กรุณาลองใหม่อีกครั้งหลังจากที่การติดตั้งเสร็จสิ้นแล้ว<br><br>ความคืบหน้าการติดตั้ง: $(0)%"""
PlayGo_Confirm_Message#0,"""ไม่มีข้อมูลสำหรับปลายทางที่เลือก<br>คุณต้องการดาวน์โหลดข้อมูลที่จำเป็นหรือไม่?<br><br><yellow>หากพื้นที่ว่างไม่เพียงพอ การดาวน์โหลดจะล้มเหลว การดาวน์โหลดข้อมูลอาจใช้เวลานาน"""
PlayGo_Confirm_Message_FirstTime#0,"""หากคุณต้องการเล่น PSO2,<br>คุณจำเป็นต้องดาวน์โหลดข้อมูลเพิ่มเติม<br><brหากคุณต้องการเล่นแค่ closed beta test<br>ของ PSO2: New Genesis คุณสามารถเลือก<br>ไม่ และเล่นได้ตามปกติ<br><br>※แม้ว่าคุณจะเลือก 【ไม่】 ในตอนนี้,<br>\u3000คุณสามารถดาวน์โหลดได้ในภายหลังเสมอ<br><br><yellow>การดาวน์โหลดอาจใช้เวลานาน<c><br><br>คุณต้องการดาวน์โหลดข้อมูลเพิ่มเติมหรือไม่?"""
PlayGo_Confirm_Message_FirstTime_Epic#0,"""หากต้องการเล่น 『Phantasy Star Online 2』<br>ซึ่งเปิดให้บริการก่อนที่『Phantasy Star Online 2: New Genesis』<br>จะเริ่มเปิดให้บริการ<br>จำเป็นต้องดาวน์โหลดข้อมูลเพิ่มเติม\u00a0<br><br>หากยังไม่ต้องการเล่น 『Phantasy Star Online 2』<br>ในตอนนี้ ให้เลือก 【ไม่】<br><br>※แม้จะเลือก 【ไม่】<br>\u3000ก็สามารถดาวน์โหลดได้ในภายหลัง<br><br><yellow>การดาวน์โหลดอาจใช้เวลานาน<br>ในการดาวน์โหลดข้อมูลเพิ่มเติม<br>จำเป็นต้องปิดเกมก่อนหนึ่งครั้ง<c><br><br>ต้องการดาวน์โหลดข้อมูลเพิ่มเติมหรือไม่?"""
PlayGo_DL_ Notice_Message#0,"""เกิดข้อผิดพลาด<br>ระหว่างการดาวน์โหลดข้อมูล Area<br><br>กรุณารีสตาร์ทเกมแล้ว<br>เริ่มดาวน์โหลดข้อมูลเพิ่มเติมใหม่อีกครั้ง"""
PlayGo_IS_ Notice_Message#0,"""เกิดข้อผิดพลาด<br>ระหว่างการติดตั้งข้อมูล Area<br><br>กรุณาเริ่มดาวน์โหลดข้อมูลเพิ่มเติม<br>ใหม่อีกครั้ง"""
PlayGo_CharaSelect_Title#0,"""ข้อความ"""
PlayGo_CharaSelect_Message#0,"""<yellow>ขณะนี้กำลังทำการติดตั้งข้อมูล<c><br><br>จนกว่าการติดตั้งจะเสร็จสมบูรณ์<br>ฟังก์ชันบางอย่างจะไม่สามารถใช้งานได้<br>เช่น การเลือก Character หรือการย้ายไปยัง Area ที่กำหนด<br><br>หลังจากติดตั้งเสร็จสมบูรณ์แล้ว<br>กรุณาเลือกใหม่อีกครั้ง"""
PlayGo_IS_Uncompleted_Message#0,"""ยังติดตั้ง Area ปลายทางไม่เสร็จสมบูรณ์<br>กรุณาเข้าใหม่อีกครั้ง<br>หลังจากที่การติดตั้งเสร็จสมบูรณ์แล้ว"""
PlayGo_DLC_Confirm_Message#0,"""ไม่สามารถย้ายได้ เนื่องจากข้อมูลของ Area ปลายทางยังไม่ได้ติดตั้ง<br>หรือดาวน์โหลดไม่เสร็จสมบูรณ์<br><br>ต้องการดาวน์โหลดข้อมูลเพิ่มเติมหรือไม่?<br>หากเลือก “ใช่” ระบบจะเปิดหน้า Store ของข้อมูลเพิ่มเติม<br><br><yellow>※ไม่สามารถดาวน์โหลดได้หากพื้นที่ว่างไม่เพียงพอ<br>\u3000การดาวน์โหลดข้อมูลอาจใช้เวลานาน<c>"""
PlayGo_DLC_Confirm_Message_Epic#0,"""ไม่สามารถย้ายได้ เนื่องจากข้อมูลของ Area ปลายทางยังไม่ได้ติดตั้ง<br>หรือดาวน์โหลดไม่เสร็จสมบูรณ์<br><br>ต้องการดาวน์โหลดข้อมูลเพิ่มเติมหรือไม่?<br>หากเลือก “ใช่” ระบบจะเปิดหน้า Store ของข้อมูลเพิ่มเติม<br><br><yellow>※ไม่สามารถดาวน์โหลดได้หากพื้นที่ว่างไม่เพียงพอ<br>\u3000การดาวน์โหลดข้อมูลอาจใช้เวลานาน<br>※ในการดาวน์โหลดข้อมูลเพิ่มเติม<br>\u3000จำเป็นต้องปิดเกมก่อนหนึ่งครั้ง<c>"""
AcQuickChargeCoin#0,"""$(0)<pict Arcscash>"""
AcQuickChargePrice#0,"""￥$(0) (รวมภาษี)"""
AcQuickChargeTitle#0,"""ยืนยัน Quick Charge AC"""
AcQuickChargeMessage#0,"""ระบบจะทำการหักเงินจำนวน AC Charge<br>ดังต่อไปนี้จากบัตรเครดิตที่คุณใช้ชำระเงิน<br>ต้องการดำเนินการต่อหรือไม่?<br><br>จำนวน AC Charge: $(0)<br>ราคา: $(1)"""
AcQuickChargeCompTitle#0,"""Quick Charge AC"""
AcQuickChargeComp#0,"""<pict Arcscash> AC Quick Charge เสร็จสมบูรณ์"""
AcChargeComp#0,"""เติม <pict Arcscash>$(0)AC แล้ว"""
AcQuickChargeErrorTitle#0,"""AC Charge Error"""
AcQuickChargeError#0,"""AC Quick Charge ล้มเหลว"""
MenuCharge#0,"""AC Quick Charge"""
MenuButtonChargeGo#0,"""AC Quick Charge"""
MenuButtonChancel#0,"""ยกเลิก"""
MenuButtonWebGo#0,"""Charge ผ่าน Web Page"""
MenuButtonPsStoreGo#0,"""AC Charge ผ่าน PlayStation®Store"""
MenuButtonLawConfirm#0,"""แสดง Policy Agreement"""
Acnum#0,"""จำนวน AC Charge"""
ACPrice#0,"""ราคา"""
Quick_Guide#0,"""ตั้งค่าจำนวน AC ที่คุณต้องการซื้อ<br>และเลือก 【AC Quick Charge】<br><br>คุณยังสามารถชาร์จ AC และเปลี่ยน<br>ข้อมูลที่ลงทะเบียนไว้ได้ในเว็บไซต์ของผู้เล่น"""
Quick_Guide_PS4#0,"""เลือกจำนวนเงิน AC Charge ที่ต้องการซื้อ<br>และเลือก 【AC Quick Charge】<br><br>คุณสามารถเลือก<br>【AC Charge ผ่าน PlayStation®Store】 ได้เช่นกัน"""
ACChargeSelect_Title#0,"""การเลือก AC Charge"""
ACChargeSelect_Message#0,"""เลือกวิธีการที่คุณต้องการชาร์จ AC"""
ACChargeSelect_Button_Quick#0,"""AC Quick Charge"""
ACChargeSelect_Button_Web#0,"""ชำระเงินโดยใช้ SEGA ID ของคุณ"""
ACChargeSelect_Button_LinePay#0,"""<pict linepay_icon>Charge ด้วย LINE Pay"""
ACChargeSelect_Button_MerPay#0,"""<pict merpay_icon>Charge ด้วย MerPay"""
ACChargeSelect_Button_NeShop#0,"""ชำระเงินโดยใช้ Nintendo eShop"""
ACChargeSelect_Desc_Quick#0,"""ตั้งค่า 【AC Quick Charge】 ในบัญชีของคุณแล้ว ขณะนี้คุณสามารถใช้ฟีเจอร์นี้เพื่อซื้อ AC ได้"""
ACChargeSelect_Desc_Web#0,"""โหลดหน้าซื้อ ARKS Cash (AC) ในหน้าต่างเบราว์เซอร์ภายนอก<br><br>※จำเป็นต้องมี SEGA ID<br>※หากคุณเคยตั้งค่าวิธีการ Quick Charge ไว้ก่อนหน้านี้ คุณจะสามารถใช้ฟังก์ชันนี้ได้"""
ACChargeSelect_Desc_LinePay#0,"""ชำระเงินค่า AC ด้วย LINE Pay<br><br>จำเป็นต้องมีสมาร์ทโฟนที่มีแอป 【LINE】 เพื่อสแกนบาร์โค้ดเฉพาะที่ให้คุณซื้อ AC ได้<br><br>นอกจากนี้ <yellow>หากคุณอายุยังไม่ถึงเกณฑ์ที่กฎหมายกำหนดในประเทศของคุณ คุณจะต้องได้รับการยินยอมจากผู้ปกครอง<br>ก่อนจึงจะสามารถซื้อ AC ได้<c>"""
