CorrectionAssignMapTitle#0,"""การกู้คืนการตั้งค่าปุ่ม"""
Config_Reb_100_Hint#0,"""เพิ่มความเรียบเนียนของพื้นผิว<br><br>ประสิทธิภาพการทำงานของเกมอาจเปลี่ยนไปตามการตั้งค่านี้<br>Bilinear จะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br><br><yellow>※การเปลี่ยนแปลงจะมีผลในการล็อกอินครั้งถัดไป<c>"""
Config_Reb_100_Select_0#0,"""Bilinear"""
Config_Reb_100_Select_1#0,"""Trilinear"""
Config_Reb_100_Select_2#0,"""4x Anisotropic"""
Config_Reb_100_Select_3#0,"""8x Anisotropic"""
Config_Reb_100_Select_4#0,"""16x Anisotropic"""
Config_Reb_101_Name#0,"""ความละเอียด Texture"""
Config_Reb_101_Hint#0,"""ตั้งค่าความละเอียดของ Texture<br><br>การลดการตั้งค่าลงจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br><br><yellow>※การเปลี่ยนแปลงจะมีผลในการล็อกอินครั้งถัดไป<c>"""
Config_Reb_101_Select_0#0,"""ต่ำ"""
Config_Reb_101_Select_1#0,"""ปานกลาง"""
Config_Reb_101_Select_2#0,"""สูง"""
Config_Reb_101_Select_3#0,"""สูงสุด"""
Config_Reb_102_Name#0,"""เฟรมเรตสูงสุด"""
Config_Reb_102_Hint#0,"""ตั้งค่าเฟรมเรตสูงสุด"""
Config_Reb_102_Select_0#0,"""ไม่จำกัด"""
Config_Reb_102_Select_1#0,"""30 FPS"""
Config_Reb_102_Select_2#0,"""60 FPS"""
Config_Reb_102_Select_3#0,"""90 FPS"""
Config_Reb_102_Select_4#0,"""120 FPS"""
Config_Reb_102_Select_5#0,"""144 FPS"""
Config_Reb_102_Select_6#0,"""165 FPS"""
Config_Reb_103_Name#0,"""ระยะการมองเห็น"""
Config_Reb_103_Hint#0,"""ตั้งค่าระยะการมองเห็น<br><br>การลดการตั้งค่าลงจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br><br><yellow>※การเปลี่ยนแปลงจะมีผลในการล็อกอินครั้งถัดไป<c>"""
Config_Reb_104_Name#0,"""จำกัด FPS เมื่อพับจอ"""
Config_Reb_104_Hint#0,"""ลดเฟรมเรตของเกมเมื่อหน้าต่างเกมไม่ได้เปิดใช้งานอยู่"""
Config_Reb_104_Choices_0#0,"""ปิดใช้งาน"""
Config_Reb_104_Choices_1#0,"""เปิดใช้งาน"""
Config_Reb_105_Name#0,"""ความสว่างหน้าจอ"""
Config_Reb_105_Hint#0,"""ตั้งค่าความสว่างของหน้าจอ<br>คุณสามารถลดความสว่างของทั้งหน้าจอได้<br>โดยการลดค่านี้ลง"""
Config_Reb_107_Name#0,"""การแสดงอุปกรณ์สวมใส่"""
Config_Reb_107_Hint#0,"""ตั้งค่าว่าคุณต้องการให้อุปกรณ์ของคุณแสดงให้ผู้อื่นเห็นหรือไม่"""
Config_Reb_107_Select_0#0,"""ไม่แสดง"""
Config_Reb_107_Select_1#0,"""แสดง"""
Config_Reb_109_Name#0,"""ตั้งค่ากราฟิกแบบง่าย"""
Config_Reb_109_Hint#0,"""ควบคุมการตั้งค่ากราฟิกทั้งหมดในคราวเดียว"""
Config_Reb_109_Select_0#0,"""ปรับเปลี่ยน"""
Config_Reb_043_Name#0,"""คอมโบปุ่ม Dive Attack"""
Config_Reb_043_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_043_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_043_Hint#0,"""ตั้งค่าว่าจะใช้ปุ่ม <%Jump> + <%NormalAttack> เพื่อทำการ Dive Attack หรือไม่<br>※คุณสามารถตั้งค่า Dive Attack ไว้ที่ Subpalette และใช้งานจากตรงนั้นได้เสมอ"""
Config_Reb_110_Name#0,"""ซ่อนเครื่องประดับของผู้เล่นอื่น"""
Config_Reb_110_Select_0#0,"""ค่าเริ่มต้น"""
Config_Reb_110_Select_1#0,"""เฉพาะผู้เล่นที่ถูกบล็อก"""
Config_Reb_110_Select_2#0,"""ทุกคน"""
Config_Reb_110_Hint#0,"""ตั้งค่าว่าจะให้แสดงเครื่องประดับของผู้เล่นอื่นหรือไม่"""
Config_Reb_111_Name#0,"""การควบคุมการแสดงผล Photon Blast"""
Config_Reb_111_Hint#0,"""ตั้งค่าจำนวน Photon Blast ที่จะแสดงผล<br>การลดการตั้งค่าลงจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br>"""
Config_Reb_112_Name#0,"""การเรนเดอร์เอฟเฟกต์ภาพบิดเบี้ยว"""
Config_Reb_112_Hint#0,"""เปิดใช้งานการเรนเดอร์ภาพบิดเบี้ยวคล้ายคลื่นอากาศบนเอฟเฟกต์<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_113_Name#0,"""ความละเอียดการเรนเดอร์ 3 มิติ"""
Config_Reb_113_Hint#0,"""ตั้งค่าความละเอียดของเอฟเฟกต์ 3 มิติ<br><br>การลดการตั้งค่านี้ลงจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_Reb_113_Select_0#0,"""ต่ำ"""
Config_Reb_113_Select_1#0,"""ปานกลาง"""
Config_Reb_113_Select_2#0,"""สูง (ปกติ)"""
Config_Reb_115_Name#0,"""การซิงค์รูปร่าง NGS และ PSO2"""
Config_Reb_115_Choices_0#0,"""ซิงค์รูปร่าง"""
Config_Reb_115_Choices_1#0,"""ไม่ซิงค์"""
Config_Reb_115_Hint#0,"""รูปร่างของ NGS/PSO2 จะถูกซิงค์กันโดยอัตโนมัติ แต่ถ้าคุณต้องการปรับแต่งแยกกัน โปรดเลือก 【 ปรับรูปร่างแยกกัน 】 (ใช้งานได้เฉพาะใน Salon เท่านั้น)"""
Config_Reb_116_Name#0,"""แสดงไกด์นำทางอัตโนมัติเมื่อรับ Task"""
Config_Reb_116_Hint#0,"""ตั้งค่าว่าจะให้แสดงไกด์นำทางโดยอัตโนมัติเมื่อรับ Task หรือ Order จาก NPC หรือไม่"""
Config_Reb_116_Select_0#0,"""ไม่แสดง"""
Config_Reb_116_Select_1#0,"""แสดง"""
Config_Reb_045_Name#0,"""มุมมองปกติ: ฟังก์ชันเมาส์"""
Config_Reb_045_Hint#0,"""ตั้งค่าความเร็วการหมุนเมาส์<br>การลดค่าลงจะทำให้ความเร็วในการหมุนกล้องเมื่อใช้เมาส์ลดลง<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_046_Name#0,"""มุมมองข้ามไหล่: ฟังก์ชันเมาส์"""
Config_Reb_046_Hint#0,"""ตั้งค่าความเร็วการหมุนเมาส์<br>การลดค่าลงจะทำให้ความเร็วในการหมุนกล้องเมื่อใช้เมาส์ลดลง<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_088_Name#0,"""คำเชิญแชทกลุ่ม"""
Config_Reb_088_Hint#0,"""ตั้งค่าว่าจะรับคำเชิญแชทกลุ่มจากผู้เล่นอื่นหรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 ไม่รับ 】 คำเชิญจะถูกปฏิเสธโดยอัตโนมัติ<c>"""
Config_Reb_088_Select_0#0,"""รับ"""
Config_Reb_088_Select_1#0,"""ไม่รับ"""
Config_Reb_122_Name#0,"""สลับ 【 แสดงทั้งหมด 】 พื้นที่"""
Config_Reb_122_Hint#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชทพื้นที่ในแท็บ 【 แสดงทั้งหมด 】 ของหน้าต่างบันทึกแชทหรือไม่"""
Config_Reb_123_Name#0,"""สลับ 【 แสดงทั้งหมด 】 ปาร์ตี้"""
Config_Reb_123_Hint#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชทปาร์ตี้ในแท็บ 【 แสดงทั้งหมด 】 ของหน้าต่างบันทึกแชทหรือไม่"""
Config_Reb_124_Name#0,"""สลับ 【 แสดงทั้งหมด 】 ทีม"""
Config_Reb_124_Hint#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชททีมในแท็บ 【 แสดงทั้งหมด 】 ของหน้าต่างบันทึกแชทหรือไม่"""
Config_Reb_125_Name#0,"""สลับ 【 แสดงทั้งหมด 】: Whisper"""
Config_Reb_125_Hint#0,"""ตั้งค่าว่าจะให้แสดงข้อความ Whisper ในแท็บ 【 แสดงทั้งหมด 】 ของหน้าต่างบันทึกแชทหรือไม่"""
Config_Reb_126_Name#0,"""สลับ 'แสดงทั้งหมด': ระบบ"""
