MenuTitle#0,"""ร้านแลกเปลี่ยน"""
item_PADamageUpKnucklePA8_2#1,"""เพิ่ม Damage ของ<br>Flash Thousand"""
item_PADamageUpKnucklePA8_3#1,"""เพิ่ม Damage ของ<br>Flash Thousand"""
item_PADamageUpKnucklePA8_4#1,"""เพิ่ม Damage ของ<br>Flash Thousand"""
item_PADamageUpKnucklePA8_5#1,"""เพิ่ม Damage ของ<br>Flash Thousand"""
item_PADamageUpKnucklePA9_1#1,"""เพิ่ม Damage ของ<br>Backhand Smash"""
item_PADamageUpKnucklePA9_2#1,"""เพิ่ม Damage ของ<br>Backhand Smash"""
item_PADamageUpKnucklePA9_3#1,"""เพิ่ม Damage ของ<br>Backhand Smash"""
item_PADamageUpKnucklePA9_4#1,"""เพิ่ม Damage ของ<br>Backhand Smash"""
item_PADamageUpKnucklePA9_5#1,"""เพิ่ม Damage ของ<br>Backhand Smash"""
item_PADamageUpGunslashPA2_1#1,"""เพิ่ม Damage ของ<br>Rage Dance"""
item_PADamageUpGunslashPA2_2#1,"""เพิ่ม Damage ของ<br>Rage Dance"""
item_PADamageUpGunslashPA2_3#1,"""เพิ่ม Damage ของ<br>Rage Dance"""
item_PADamageUpGunslashPA2_4#1,"""เพิ่ม Damage ของ<br>Rage Dance"""
item_PADamageUpGunslashPA2_5#1,"""เพิ่ม Damage ของ<br>Rage Dance"""
item_PADamageUpGunslashPA6_1#1,"""เพิ่ม Damage ของ<br>Thrillsplosion"""
item_PADamageUpGunslashPA6_2#1,"""เพิ่ม Damage ของ<br>Thrillsplosion"""
item_PADamageUpGunslashPA6_3#1,"""เพิ่ม Damage ของ<br>Thrillsplosion"""
item_PADamageUpGunslashPA6_4#1,"""เพิ่ม Damage ของ<br>Thrillsplosion"""
item_PADamageUpGunslashPA6_5#1,"""เพิ่ม Damage ของ<br>Thrillsplosion"""
item_PADamageUpGunslashPA7_1#1,"""เพิ่ม Damage ของ<br>Slash Rave"""
item_PADamageUpGunslashPA7_2#1,"""เพิ่ม Damage ของ<br>Slash Rave"""
item_PADamageUpGunslashPA7_3#1,"""เพิ่ม Damage ของ<br>Slash Rave"""
item_PADamageUpGunslashPA7_4#1,"""เพิ่ม Damage ของ<br>Slash Rave"""
item_PADamageUpGunslashPA7_5#1,"""เพิ่ม Damage ของ<br>Slash Rave"""
item_PADamageUpGunslashPA8_1#1,"""เพิ่ม Damage ของ<br>Additional Bullet"""
item_PADamageUpGunslashPA8_2#1,"""เพิ่ม Damage ของ<br>Additional Bullet"""
item_PADamageUpGunslashPA8_3#1,"""เพิ่ม Damage ของ<br>Additional Bullet"""
item_PADamageUpGunslashPA8_4#1,"""เพิ่ม Damage ของ<br>Additional Bullet"""
item_PADamageUpGunslashPA8_5#1,"""เพิ่ม Damage ของ<br>Additional Bullet"""
item_PADamageUpRiflePA2_1#1,"""เพิ่ม Damage ของ<br>Grenade Shell"""
item_PADamageUpRiflePA2_2#1,"""เพิ่ม Damage ของ<br>Grenade Shell"""
item_PADamageUpRiflePA2_3#1,"""เพิ่ม Damage ของ<br>Grenade Shell"""
item_PADamageUpRiflePA2_4#1,"""เพิ่ม Damage ของ<br>Grenade Shell"""
item_PADamageUpRiflePA2_5#1,"""เพิ่ม Damage ของ<br>Grenade Shell"""
item_PADamageUpRiflePA3_1#1,"""เพิ่ม Damage ของ<br>One Point"""
item_PADamageUpRiflePA3_2#1,"""เพิ่ม Damage ของ<br>One Point"""
item_PADamageUpRiflePA3_3#1,"""เพิ่ม Damage ของ<br>One Point"""
item_PADamageUpRiflePA3_4#1,"""เพิ่ม Damage ของ<br>One Point"""
item_PADamageUpRiflePA3_5#1,"""เพิ่ม Damage ของ<br>One Point"""
item_PADamageUpRiflePA4_1#1,"""เพิ่ม Damage ของ<br>Diffuse Shell"""
item_PADamageUpRiflePA4_2#1,"""เพิ่ม Damage ของ<br>Diffuse Shell"""
item_PADamageUpRiflePA4_3#1,"""เพิ่ม Damage ของ<br>Diffuse Shell"""
item_PADamageUpRiflePA4_4#1,"""เพิ่ม Damage ของ<br>Diffuse Shell"""
item_PADamageUpRiflePA4_5#1,"""เพิ่ม Damage ของ<br>Diffuse Shell"""
item_PADamageUpRiflePA5_1#1,"""เพิ่ม Damage ของ<br>Homing Emission"""
item_PADamageUpRiflePA5_2#1,"""เพิ่ม Damage ของ<br>Homing Emission"""
item_PADamageUpRiflePA5_3#1,"""เพิ่ม Damage ของ<br>Homing Emission"""
item_PADamageUpRiflePA5_4#1,"""เพิ่ม Damage ของ<br>Homing Emission"""
item_PADamageUpRiflePA5_5#1,"""เพิ่ม Damage ของ<br>Homing Emission"""
item_PADamageUpRiflePA6_1#1,"""เพิ่ม Damage ของ<br>Impact Slider"""
item_PADamageUpRiflePA6_2#1,"""เพิ่ม Damage ของ<br>Impact Slider"""
item_PADamageUpRiflePA6_3#1,"""เพิ่ม Damage ของ<br>Impact Slider"""
item_PADamageUpRiflePA6_4#1,"""เพิ่ม Damage ของ<br>Impact Slider"""
item_PADamageUpRiflePA6_5#1,"""เพิ่ม Damage ของ<br>Impact Slider"""
item_PADamageUpRiflePA7_1#1,"""เพิ่ม Damage ของ<br>Sneak Shooter"""
item_PADamageUpRiflePA7_2#1,"""เพิ่ม Damage ของ<br>Sneak Shooter"""
item_PADamageUpRiflePA7_3#1,"""เพิ่ม Damage ของ<br>Sneak Shooter"""
item_PADamageUpRiflePA7_4#1,"""เพิ่ม Damage ของ<br>Sneak Shooter"""
item_PADamageUpRiflePA7_5#1,"""เพิ่ม Damage ของ<br>Sneak Shooter"""
item_PADamageUpRiflePA8_1#1,"""เพิ่ม Damage ของ<br>Glory Rain"""
item_PADamageUpRiflePA8_2#1,"""เพิ่ม Damage ของ<br>Glory Rain"""
item_PADamageUpRiflePA8_3#1,"""เพิ่ม Damage ของ<br>Glory Rain"""
item_PADamageUpRiflePA8_4#1,"""เพิ่ม Damage ของ<br>Glory Rain"""
item_PADamageUpRiflePA8_5#1,"""เพิ่ม Damage ของ<br>Glory Rain"""
item_PADamageUpRiflePA9_1#1,"""เพิ่ม Damage ของ<br>Parallel Slider"""
item_PADamageUpRiflePA9_2#1,"""เพิ่ม Damage ของ<br>Parallel Slider"""
item_PADamageUpRiflePA9_3#1,"""เพิ่ม Damage ของ<br>Parallel Slider"""
item_PADamageUpRiflePA9_4#1,"""เพิ่ม Damage ของ<br>Parallel Slider"""
item_PADamageUpRiflePA9_5#1,"""เพิ่ม Damage ของ<br>Parallel Slider"""
item_PADamageUpRiflePA10_1#1,"""เพิ่ม Damage ของ<br>Satellite Cannon"""
item_PADamageUpRiflePA10_2#1,"""เพิ่ม Damage ของ<br>Satellite Cannon"""
item_PADamageUpRiflePA10_3#1,"""เพิ่ม Damage ของ<br>Satellite Cannon"""
item_PADamageUpRiflePA10_4#1,"""เพิ่ม Damage ของ<br>Satellite Cannon"""
item_PADamageUpRiflePA10_5#1,"""เพิ่ม Damage ของ<br>Satellite Cannon"""
item_PADamageUpLauncherPA1_1#1,"""เพิ่ม Damage ของ<br>Divine Launcher"""
item_PADamageUpLauncherPA1_2#1,"""เพิ่ม Damage ของ<br>Divine Launcher"""
item_PADamageUpLauncherPA1_3#1,"""เพิ่ม Damage ของ<br>Divine Launcher"""
item_PADamageUpLauncherPA1_4#1,"""เพิ่ม Damage ของ<br>Divine Launcher"""
item_PADamageUpLauncherPA1_5#1,"""เพิ่ม Damage ของ<br>Divine Launcher"""
item_PADamageUpLauncherPA2_1#1,"""เพิ่ม Damage ของ<br>Concentrate One"""
item_PADamageUpLauncherPA2_2#1,"""เพิ่ม Damage ของ<br>Concentrate One"""
item_PADamageUpLauncherPA2_3#1,"""เพิ่ม Damage ของ<br>Concentrate One"""
item_PADamageUpLauncherPA2_4#1,"""เพิ่ม Damage ของ<br>Concentrate One"""
item_PADamageUpLauncherPA2_5#1,"""เพิ่ม Damage ของ<br>Concentrate One"""
item_PADamageUpLauncherPA3_1#1,"""เพิ่ม Damage ของ<br>Cluster Bullet"""
item_PADamageUpLauncherPA3_2#1,"""เพิ่ม Damage ของ<br>Cluster Bullet"""
item_PADamageUpLauncherPA3_3#1,"""เพิ่ม Damage ของ<br>Cluster Bullet"""
item_PADamageUpLauncherPA3_4#1,"""เพิ่ม Damage ของ<br>Cluster Bullet"""
item_PADamageUpLauncherPA3_5#1,"""เพิ่ม Damage ของ<br>Cluster Bullet"""
item_PADamageUpLauncherPA5_1#1,"""เพิ่ม Damage ของ<br>Zero Distance"""
item_PADamageUpLauncherPA5_2#1,"""เพิ่ม Damage ของ<br>Zero Distance"""
item_PADamageUpLauncherPA5_3#1,"""เพิ่ม Damage ของ<br>Zero Distance"""
item_PADamageUpLauncherPA5_4#1,"""เพิ่ม Damage ของ<br>Zero Distance"""
item_PADamageUpLauncherPA5_5#1,"""เพิ่ม Damage ของ<br>Zero Distance"""
item_PADamageUpLauncherPA6_1#1,"""เพิ่ม Damage ของ<br>Rodeo Drive"""
item_PADamageUpLauncherPA6_2#1,"""เพิ่ม Damage ของ<br>Rodeo Drive"""
item_PADamageUpLauncherPA6_3#1,"""เพิ่ม Damage ของ<br>Rodeo Drive"""
item_PADamageUpLauncherPA6_4#1,"""เพิ่ม Damage ของ<br>Rodeo Drive"""
item_PADamageUpLauncherPA6_5#1,"""เพิ่ม Damage ของ<br>Rodeo Drive"""
item_PADamageUpLauncherPA7_1#1,"""เพิ่ม Damage ของ<br>Crazy Smash"""
item_PADamageUpLauncherPA7_2#1,"""เพิ่ม Damage ของ<br>Crazy Smash"""
item_PADamageUpLauncherPA7_3#1,"""เพิ่ม Damage ของ<br>Crazy Smash"""
item_PADamageUpLauncherPA7_4#1,"""เพิ่ม Damage ของ<br>Crazy Smash"""
item_PADamageUpLauncherPA7_5#1,"""เพิ่ม Damage ของ<br>Crazy Smash"""
item_PADamageUpLauncherPA9_1#1,"""เพิ่ม Damage ของ<br>Flame Bullet"""
item_PADamageUpLauncherPA9_2#1,"""เพิ่ม Damage ของ<br>Flame Bullet"""
item_PADamageUpLauncherPA9_3#1,"""เพิ่ม Damage ของ<br>Flame Bullet"""
item_PADamageUpLauncherPA9_4#1,"""เพิ่ม Damage ของ<br>Flame Bullet"""
item_PADamageUpLauncherPA9_5#1,"""เพิ่ม Damage ของ<br>Flame Bullet"""
item_PADamageUpLauncherPA10_1#1,"""เพิ่ม Damage ของ<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_2#1,"""เพิ่ม Damage ของ<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_3#1,"""เพิ่ม Damage ของ<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_4#1,"""เพิ่ม Damage ของ<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_5#1,"""เพิ่ม Damage ของ<br>Cosmos Breaker"""
item_PADamageUpLauncherPA11_1#1,"""เพิ่ม Damage ของ<br>Sphere Eraser"""
item_PADamageUpLauncherPA11_2#1,"""เพิ่ม Damage ของ<br>Sphere Eraser"""
item_PADamageUpLauncherPA11_3#1,"""เพิ่ม Damage ของ<br>Sphere Eraser"""
item_PADamageUpLauncherPA11_4#1,"""เพิ่ม Damage ของ<br>Sphere Eraser"""
item_PADamageUpLauncherPA11_5#1,"""เพิ่ม Damage ของ<br>Sphere Eraser"""
item_PPCutLauncherPA11_1#1,"""ลดการใช้ PP ของ<br>Sphere Eraser"""
item_PPCutLauncherPA11_2#1,"""ลดการใช้ PP ของ<br>Sphere Eraser"""
item_PPCutLauncherPA11_3#1,"""ลดการใช้ PP ของ<br>Sphere Eraser"""
item_PPCutLauncherPA11_4#1,"""ลดการใช้ PP ของ<br>Sphere Eraser"""
item_PPCutLauncherPA11_5#1,"""ลดการใช้ PP ของ<br>Sphere Eraser"""
item_PADamageUpMachinegunPA2_1#1,"""เพิ่ม Damage ของ<br>Bullet Squall"""
item_PADamageUpMachinegunPA2_2#1,"""เพิ่ม Damage ของ<br>Bullet Squall"""
item_PADamageUpMachinegunPA2_3#1,"""เพิ่ม Damage ของ<br>Bullet Squall"""
item_PADamageUpMachinegunPA2_4#1,"""เพิ่ม Damage ของ<br>Bullet Squall"""
item_PADamageUpMachinegunPA2_5#1,"""เพิ่ม Damage ของ<br>Bullet Squall"""
item_PADamageUpMachinegunPA3_1#1,"""เพิ่ม Damage ของ<br>Dead Approach"""
item_PADamageUpMachinegunPA3_2#1,"""เพิ่ม Damage ของ<br>Dead Approach"""
item_PADamageUpMachinegunPA3_3#1,"""เพิ่ม Damage ของ<br>Dead Approach"""
item_PADamageUpMachinegunPA3_4#1,"""เพิ่ม Damage ของ<br>Dead Approach"""
item_PADamageUpMachinegunPA3_5#1,"""เพิ่ม Damage ของ<br>Dead Approach"""
item_PADamageUpMachinegunPA4_1#1,"""เพิ่ม Damage ของ<br>Messiah Time"""
item_PADamageUpMachinegunPA4_2#1,"""เพิ่ม Damage ของ<br>Messiah Time"""
item_PADamageUpMachinegunPA4_3#1,"""เพิ่ม Damage ของ<br>Messiah Time"""
item_PADamageUpMachinegunPA4_4#1,"""เพิ่ม Damage ของ<br>Messiah Time"""
item_PADamageUpMachinegunPA4_5#1,"""เพิ่ม Damage ของ<br>Messiah Time"""
item_PADamageUpMachinegunPA5_1#1,"""เพิ่ม Damage ของ<br>Infinite Fire"""
item_PADamageUpMachinegunPA5_2#1,"""เพิ่ม Damage ของ<br>Infinite Fire"""
item_PADamageUpMachinegunPA5_3#1,"""เพิ่ม Damage ของ<br>Infinite Fire"""
item_PADamageUpMachinegunPA5_4#1,"""เพิ่ม Damage ของ<br>Infinite Fire"""
item_PADamageUpMachinegunPA5_5#1,"""เพิ่ม Damage ของ<br>Infinite Fire"""
item_PADamageUpMachinegunPA6_1#1,"""เพิ่ม Damage ของ<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_2#1,"""เพิ่ม Damage ของ<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_3#1,"""เพิ่ม Damage ของ<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_4#1,"""เพิ่ม Damage ของ<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_5#1,"""เพิ่ม Damage ของ<br>Satellite Aim"""
item_PADamageUpMachinegunPA7_1#1,"""เพิ่ม Damage ของ<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_2#1,"""เพิ่ม Damage ของ<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_3#1,"""เพิ่ม Damage ของ<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_4#1,"""เพิ่ม Damage ของ<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_5#1,"""เพิ่ม Damage ของ<br>Elder Rebellion"""
item_PADamageUpMachinegunPA9_1#1,"""เพิ่ม Damage ของ<br>Heel Stab"""
item_PADamageUpMachinegunPA9_2#1,"""เพิ่ม Damage ของ<br>Heel Stab"""
item_PADamageUpMachinegunPA9_3#1,"""เพิ่ม Damage ของ<br>Heel Stab"""
item_PADamageUpMachinegunPA9_4#1,"""เพิ่ม Damage ของ<br>Heel Stab"""
item_PADamageUpMachinegunPA9_5#1,"""เพิ่ม Damage ของ<br>Heel Stab"""
item_PPCutMachinegunPA11_1#1,"""ลดการใช้ PP ของ<br>Grim Barrage"""
item_PPCutMachinegunPA11_2#1,"""ลดการใช้ PP ของ<br>Grim Barrage"""
item_PPCutMachinegunPA11_3#1,"""ลดการใช้ PP ของ<br>Grim Barrage"""
item_PPCutMachinegunPA11_4#1,"""ลดการใช้ PP ของ<br>Grim Barrage"""
item_PPCutMachinegunPA11_5#1,"""ลดการใช้ PP ของ<br>Grim Barrage"""
item_PADamageUpKatanaPA2_1#1,"""Unset Potential"""
item_PADamageUpKatanaPA2_2#1,"""Unset Potential"""
item_PADamageUpKatanaPA2_3#1,"""Unset Potential"""
item_PADamageUpKatanaPA2_4#1,"""Unset Potential"""
item_PADamageUpKatanaPA2_5#1,"""Unset Potential"""
item_PADamageUpKatanaPA3_1#1,"""เพิ่ม Damage ของ<br>Kanran-kikyou"""
item_PADamageUpKatanaPA3_2#1,"""เพิ่ม Damage ของ<br>Kanran-kikyou"""
item_PADamageUpKatanaPA3_3#1,"""เพิ่ม Damage ของ<br>Kanran-kikyou"""
item_PADamageUpKatanaPA3_4#1,"""เพิ่ม Damage ของ<br>Kanran-kikyou"""
item_PADamageUpKatanaPA3_5#1,"""เพิ่ม Damage ของ<br>Kanran-kikyou"""
item_PADamageUpKatanaPA4_1#1,"""เพิ่ม Damage ของ<br>Sakura-endo"""
item_PADamageUpKatanaPA4_2#1,"""เพิ่ม Damage ของ<br>Sakura-endo"""
item_PADamageUpKatanaPA4_3#1,"""เพิ่ม Damage ของ<br>Sakura-endo"""
item_PADamageUpKatanaPA4_4#1,"""เพิ่ม Damage ของ<br>Sakura-endo"""
item_PADamageUpKatanaPA4_5#1,"""เพิ่ม Damage ของ<br>Sakura-endo"""
item_PADamageUpKatanaPA7_1#1,"""เพิ่ม Damage ของ<br>Hatou-rindou"""
item_PADamageUpKatanaPA7_2#1,"""เพิ่ม Damage ของ<br>Hatou-rindou"""
item_PADamageUpKatanaPA7_3#1,"""เพิ่ม Damage ของ<br>Hatou-rindou"""
item_PADamageUpKatanaPA7_4#1,"""เพิ่ม Damage ของ<br>Hatou-rindou"""
item_PADamageUpKatanaPA7_5#1,"""เพิ่ม Damage ของ<br>Hatou-rindou"""
item_PADamageUpKatanaPA9_1#1,"""เพิ่ม Damage ของ<br>Kazan-nadeshiko"""
item_PADamageUpKatanaPA9_2#1,"""เพิ่ม Damage ของ<br>Kazan-nadeshiko"""
item_PADamageUpKatanaPA9_3#1,"""เพิ่ม Damage ของ<br>Kazan-nadeshiko"""
item_PADamageUpKatanaPA9_4#1,"""เพิ่ม Damage ของ<br>Kazan-nadeshiko"""
item_PADamageUpKatanaPA9_5#1,"""เพิ่ม Damage ของ<br>Kazan-nadeshiko"""
item_PADamageUpCompoundbowPA1_1#1,"""เพิ่ม Damage ของ<br>Master Shot"""
item_PADamageUpCompoundbowPA1_2#1,"""เพิ่ม Damage ของ<br>Master Shot"""
item_PADamageUpCompoundbowPA1_3#1,"""เพิ่ม Damage ของ<br>Master Shot"""
item_PADamageUpCompoundbowPA1_4#1,"""เพิ่ม Damage ของ<br>Master Shot"""
item_PADamageUpCompoundbowPA1_5#1,"""เพิ่ม Damage ของ<br>Master Shot"""
item_PADamageUpCompoundbowPA2_1#1,"""เพิ่ม Damage ของ<br>Penetrate Arrow"""
item_PADamageUpCompoundbowPA2_2#1,"""เพิ่ม Damage ของ<br>Penetrate Arrow"""
item_PADamageUpCompoundbowPA2_3#1,"""เพิ่ม Damage ของ<br>Penetrate Arrow"""
item_PADamageUpCompoundbowPA2_4#1,"""เพิ่ม Damage ของ<br>Penetrate Arrow"""
item_PADamageUpCompoundbowPA2_5#1,"""เพิ่ม Damage ของ<br>Penetrate Arrow"""
item_PADamageUpCompoundbowPA5_1#1,"""เพิ่ม Damage ของ<br>Kamikaze Arrow"""
item_PADamageUpCompoundbowPA5_2#1,"""เพิ่ม Damage ของ<br>Kamikaze Arrow"""
item_PADamageUpCompoundbowPA5_3#1,"""เพิ่ม Damage ของ<br>Kamikaze Arrow"""
item_PADamageUpCompoundbowPA5_4#1,"""เพิ่ม Damage ของ<br>Kamikaze Arrow"""
item_PADamageUpCompoundbowPA5_5#1,"""เพิ่ม Damage ของ<br>Kamikaze Arrow"""
item_PADamageUpCompoundbowPA7_1#1,"""เพิ่ม Damage ของ<br>Last Nemesis"""
item_PADamageUpCompoundbowPA7_2#1,"""เพิ่ม Damage ของ<br>Last Nemesis"""
item_PADamageUpCompoundbowPA7_3#1,"""เพิ่ม Damage ของ<br>Last Nemesis"""
item_PADamageUpCompoundbowPA7_4#1,"""เพิ่ม Damage ของ<br>Last Nemesis"""
item_PADamageUpCompoundbowPA7_5#1,"""เพิ่ม Damage ของ<br>Last Nemesis"""
item_PADamageUpCompoundbowPA8_1#1,"""เพิ่ม Damage ของ<br>Tritt Shooter"""
item_PADamageUpCompoundbowPA8_2#1,"""เพิ่ม Damage ของ<br>Tritt Shooter"""
item_PADamageUpCompoundbowPA8_3#1,"""เพิ่ม Damage ของ<br>Tritt Shooter"""
item_PADamageUpCompoundbowPA8_4#1,"""เพิ่ม Damage ของ<br>Tritt Shooter"""
item_PADamageUpCompoundbowPA8_5#1,"""เพิ่ม Damage ของ<br>Tritt Shooter"""
item_PPCutCompoundbowPA11_1#1,"""ลดการใช้ PP ของ<br>Chase Arrow"""
item_PPCutCompoundbowPA11_2#1,"""ลดการใช้ PP ของ<br>Chase Arrow"""
item_PPCutCompoundbowPA11_3#1,"""ลดการใช้ PP ของ<br>Chase Arrow"""
item_PPCutCompoundbowPA11_4#1,"""ลดการใช้ PP ของ<br>Chase Arrow"""
item_PPCutCompoundbowPA11_5#1,"""ลดการใช้ PP ของ<br>Chase Arrow"""
item_PADamageUpJetbootsPA1_1#1,"""เพิ่ม Damage ของ<br>Strike Gust"""
item_PADamageUpJetbootsPA1_2#1,"""เพิ่ม Damage ของ<br>Strike Gust"""
